e-type;adaptation;avg_isi;electrode_0_pa;f_i_curve_slope;fast_trough_t_long_square;fast_trough_t_ramp;fast_trough_t_short_square;fast_trough_v_long_square;fast_trough_v_ramp;fast_trough_v_short_square;input_resistance_mohm;latency;peak_t_long_square;peak_t_ramp;peak_t_short_square;peak_v_long_square;peak_v_ramp;peak_v_short_square;ri;sag;seal_gohm;slow_trough_t_long_square;slow_trough_t_ramp;slow_trough_t_short_square;slow_trough_v_long_square;slow_trough_v_ramp;slow_trough_v_short_square;tau;threshold_i_long_square;threshold_i_ramp;threshold_i_short_square;threshold_t_long_square;threshold_t_ramp;threshold_t_short_square;threshold_v_long_square;threshold_v_ramp;threshold_v_short_square;trough_t_long_square;trough_t_ramp;trough_t_short_square;trough_v_long_square;trough_v_ramp;trough_v_short_square;upstroke_downstroke_ratio_long_square;upstroke_downstroke_ratio_ramp;upstroke_downstroke_ratio_short_square;vm_for_sag;vrest
Exc_1;;49.9050000000001;7.18249982059604;0.0108209012499568;1.09303;8.83306333333334;1.02612083333333;-48.7500038146973;-49.0937512715658;-52.9635448455811;146.635216;0.03722;1.0902;8.82983;1.02349166666667;31.0937519073486;33.0416692097982;43.7135442097982;101.562574505806;0.058520570397377;1.647571584;;8.85829;;;-54.5625025431315;;15.3165200562709;330.0;195.249994913737;1280.0;1.08966;8.8293;1.02306666666667;-33.8125;-33.5625012715658;-52.2239608764648;1.10359;8.85829;1.1811975;-50.1875038146973;-54.5625025431315;-79.2135467529297;3.1546793315373;3.24481136911065;4.26434535453666;-88.875;-77.6154632568359
Exc_1;;;-44.5268752424788;0.0054491507887697;1.042855;6.67347333333333;1.025011;-52.2187538146973;-45.2187525431315;-55.7875030517578;231.658592;0.0099900000000001;1.040985;6.67166;1.023336;29.0;28.4479185740153;35.7625;192.053586244583;0.0073593407869339;1.237925248;;6.69193333333333;;;-50.0208358764648;;23.1352112096203;140.0;141.291666666667;450.0;1.040515;6.67096;1.022946;-39.6875038146973;-31.1666679382324;-48.1375022888184;1.04305;6.69193333333333;1.612528;-52.5000038146973;-50.0208358764648;-67.3937530517578;2.47462646816188;1.75805521193107;2.93622788083656;-86.75;-66.3029708862305
Exc_1;;;12.0081253968118;0.0096976396429452;1.085745;12.5043966666667;1.025561;-43.4375038146973;-43.9791666666667;-52.4875022888184;155.913216;0.032295;1.08349;12.5024933333333;1.02359;24.25;23.8645846048991;33.3000007629395;154.218822717667;0.161058440804482;2.37448448;;12.52623;;;-47.6250025431315;;14.9306682668672;250.0;287.041666666667;770.0;1.08286;12.5016866666667;1.023101;-29.7187519073486;-29.7916679382324;-49.6375030517578;1.11689;12.52623;1.108791;-48.5;-47.6250025431315;-79.1250045776367;2.18187656817134;1.78913559659463;2.62599484640037;-94.6875076293945;-77.5825424194336
Exc_1;;61.145;11.6993758431105;0.0877221248241341;1.089335;8.97773;1.025553;-48.5312538146973;-48.1458358764648;-53.7437522888184;135.84384;0.0284950000000002;1.08618;8.97392166666667;1.02358;23.5000019073486;20.3645846048991;25.9437511444092;121.634647250175;0.0059941024519503;2.127970944;;8.99274;;;-52.5625025431315;;25.7900116130005;200.0;198.83332824707;830.0;1.085565;8.97318333333333;1.023103;-36.59375;-32.3750012715658;-47.6625015258789;1.10257;8.99274;1.446244;-52.5312538146973;-52.5625025431315;-68.3312515258789;2.44621614282071;1.92411115423784;2.87220621419574;-80.5312576293945;-68.0202789306641
Exc_1;;51.3399999999999;9.05749954205337;0.0223140500624646;1.09196;7.88266;1.02566;-49.0;-44.9531269073486;-52.6197948455811;191.718016;0.0248600000000001;1.0893;7.87954;1.02357333333333;31.2812519073486;22.9375009536743;35.6041679382324;196.874842047691;0.0764850750565529;1.71460288;;7.89953;;;-49.8125038146973;;21.1052115241259;150.0;171.5;910.0;1.08864;7.8785;1.02305666666667;-33.9375038146973;-27.5000009536743;-47.3645865122477;1.12494;7.89953;1.54693666666667;-54.3125;-49.8125038146973;-80.0677134195964;2.50948204833633;1.68878649096084;3.10283044811711;-100.656257629395;-79.0588150024414
Exc_1;;;3.22500012805982;0.0496212163772786;1.06704;10.2785;1.024992;-47.84375;-49.1666704813639;-54.8750015258789;128.46648;0.03928;1.0656;10.27724;1.023532;29.2500019073486;30.0312519073486;37.7687515258789;85.4687467217445;0.0182934608310461;3.034952448;;10.29382;;;-47.2604179382324;;23.3529316363308;330.0;231.375005086263;740.0;1.06506;10.2765866666667;1.023112;-30.1875;-28.2187519073486;-42.65;1.06708;10.2785533333333;1.218812;-47.9062538146973;-49.2395858764648;-68.2562515258789;2.02241773222222;1.6696867784596;2.40890334887732;-78.4687576293945;-67.7422180175781
Exc_1;;;13.8924991302525;0.023722758907436;1.09994;5.6017;1.025244;-46.1250038146973;-43.9479166666667;-51.9875015258789;191.175232;0.04512;1.0967;5.59988666666667;1.02354;29.2812519073486;30.8854173024495;38.0375007629395;173.593670129776;0.082013376057148;1.217279232;;5.6296;;;-52.7083346048991;;25.5547534197191;150.0;114.458333333333;939.999938964844;1.09612;5.59927333333333;1.023084;-32.0937538146973;-29.4687519073486;-48.2312530517578;1.13336;5.6296;1.527872;-51.84375;-52.7083346048991;-76.8500015258789;2.46159507077126;2.1631889428992;2.96631390987354;-95.78125;-75.2498779296875
Exc_1;;;22.6724992946625;0.0155303046241387;1.05376;14.3291466666667;1.025384;-47.9062538146973;-42.1770858764648;-54.3312515258789;122.495016;0.01932;1.05218;14.3276466666667;1.02354;26.0;19.9895842870076;34.7000007629395;144.062578678131;0.102740123867989;1.389071872;;14.3492866666667;;;-45.7291704813639;;15.8092229088977;330.0;332.666666666667;959.999938964844;1.0516;14.32662;1.023068;-33.5312538146973;-27.4791679382324;-48.4687538146973;1.0539;14.3492866666667;1.360032;-48.0;-45.7291704813639;-79.4000015258789;2.25693123135175;1.42321122817523;2.80687077166781;-94.03125;-78.9341659545898
Exc_1;;;-10.1924996220859;0.0625;1.07538;13.3709866666667;1.02536;-46.8750038146973;-42.4479192097982;-56.9765634536743;152.896544;0.03918;1.0733;13.36928;1.023565;30.1250019073486;25.4583333333333;37.3515644073486;139.062613248825;0.0669399872422218;2.437477632;;13.3924533333333;;;-43.8020858764648;;14.9399484218265;270.0;308.75;810.0;1.0727;13.3684533333333;1.02312;-32.40625;-27.8645846048991;-46.9843778610229;1.07554;13.3924533333333;1.68115;-47.0937538146973;-43.8020858764648;-76.8671875;2.33591844967712;1.72239076128801;2.60469633925086;-92.5312576293945;-75.7961120605469
Exc_1;;353.06;12.2924994835905;0.0828719486973755;1.05938;12.0116266666667;1.02546;-45.15625;-46.6041692097982;-54.6062530517578;114.919744;0.0230400000000002;1.05742;12.00966;1.02352;33.3750038146973;31.895835240682;36.8812515258789;80.6249976158142;0.0433410927653313;1.57069504;;12.0312666666667;;;-50.2812525431315;;10.6963950560354;470.0;274.708333333333;1070.0;1.05682;12.0090466666667;1.023072;-33.3125038146973;-32.7604198455811;-48.0687515258789;1.05956;12.0312666666667;1.492328;-45.4375038146973;-50.2812525431315;-77.225;2.38856192281877;2.0981962342923;2.46661385976264;-85.1875;-76.6868209838867
Exc_1;;;22.3825003670131;0.0150371908041938;1.0557;20.24113;1.026628;-41.9062538146973;-36.1093769073486;-51.0062522888184;118.784848;0.0216000000000001;1.05408;20.23971;1.023568;25.0;6.06250059604645;36.63125;77.8125375509262;0.0249022878706455;1.354724608;;20.26075;;;-40.8593769073486;;11.2372094414908;410.0;480.437484741211;989.999938964844;1.05338;20.23778;1.02306;-27.8437519073486;-25.84375;-47.4000030517578;1.80222;20.26075;1.646508;-42.8750038146973;-40.8593769073486;-73.2562545776367;1.71688036929242;0.907558269514955;2.50158440581643;-80.4062576293945;-72.8597564697266
Exc_1;;;41.9099997761574;0.0146103899924061;1.05572;9.01776666666667;1.02531;-44.5625038146973;-40.6041679382324;-54.125;204.49968;0.02006;1.05376;9.01594666666667;1.02347;30.3750019073486;32.8125;32.2656269073486;194.218784570694;0.141468033194542;1.90657664;;9.03752;;;-45.8750012715658;;17.9649075208086;190.0;199.916666666667;690.0;1.05316;9.01526;1.02301;-32.6562538146973;-28.6666679382324;-46.5312538146973;1.07122;9.03752;1.6252;-45.6562538146973;-45.8750012715658;-78.0937576293945;2.39414726464926;2.0307934003931;3.01210278873063;-97.71875;-77.8036346435547
Exc_1;;;0.389999908452857;0.0318181834470464;1.07852;8.19928;1.025616;-48.1562538146973;-44.7656269073486;-54.4937538146973;192.45648;0.03016;1.07536;8.196;1.023528;26.5312519073486;24.5781259536743;30.1125015258789;180.245563387871;0.0396401137113571;1.253485056;;8.22217;;;-51.046875;;30.2035053345905;190.0;179.375;770.0;1.07478;8.19519;1.023068;-35.3750038146973;-32.8750009536743;-47.0750038146973;1.08856;8.22217;1.579384;-51.3437538146973;-51.046875;-71.7312515258789;3.16804777251328;2.65697134123614;3.17161594231499;-87.03125;-71.0821914672852
Exc_1;;;-1.0925000053924;0.00696202697595;1.07138;15.2626333333333;1.024836;-47.84375;-48.3333346048991;-49.4312522888184;85.4012;0.0350200000000001;1.06962;15.2610266666667;1.023384;36.59375;35.9583346048991;38.8250007629395;64.6875351667404;0.0162910707294941;1.525135872;;15.2781866666667;;;-54.3541704813639;;13.8169297465781;370.0;356.0;1600.0;1.0692;15.26056;1.023016;-37.875;-34.3750025431315;-48.3562515258789;1.08636;15.2781866666667;1.536988;-54.6562538146973;-54.3541704813639;-76.3375045776367;3.59034847905927;2.94143363191681;3.84244257858675;-83.15625;-75.9185256958008
Exc_1;;37.0999999999999;-7.44499947802346;0.0876175592595125;1.07176;7.77702666666667;1.02529714285714;-44.6875038146973;-45.1979192097982;-50.2455368041992;192.462944;0.0217800000000001;1.06934;7.77458666666667;1.02348285714286;41.8437538146973;41.6145858764648;45.9687510899135;137.187495827675;0.110296249389648;1.957001856;;7.79197333333333;;;-51.3437512715658;;12.2309201758149;170.0;168.833333333333;820.0;1.06884;7.77402;1.02306571428571;-30.4375019073486;-29.6875019073486;-45.343752179827;1.08218;7.79197333333333;1.62794285714286;-48.5937538146973;-51.3437512715658;-75.8080400739397;3.00084999527761;2.64061553971454;3.69360802451237;-90.2812576293945;-75.49853515625
Exc_1;0.0703541969917492;20.61;-83.6749905475109;0.0499999999999999;1.05246;3.90646666666667;1.02492;-56.3437538146973;-50.9687525431315;-58.5885442097982;312.813216;0.01518;1.05098;3.90458666666667;1.02339;20.4687519073486;10.6666669845581;19.9583336512248;468.749821186066;0.106826350092888;1.267424;;;;;;;40.0503881502587;70.0;72.125;300.0;1.05042;3.90342;1.02288333333333;-37.7500038146973;-27.8125012715658;-40.4375;1.05264;3.90652666666667;1.65107333333333;-56.5312538146973;-51.0104192097982;-62.0885461171468;1.64121872529612;0.892532219570151;1.67179300461689;-106.25;-61.5966415405273
Exc_1;;62.0800000000001;15.3500007843421;0.117708333333333;1.06722;4.44686;1.02553;-47.5000038146973;-47.5312538146973;-50.6640653610229;330.295936;0.02268;1.06366;4.44313;1.0236;35.4375038146973;36.4375;37.4843759536743;313.437610864639;0.08627799898386;1.784064512;;4.45374;;;-51.5000038146973;;29.2532543439938;90.0;85.5625;390.0;1.06308;4.44247;1.02313;-33.28125;-31.0937509536743;-42.2812509536743;1.07506;4.45374;1.10616;-50.15625;-51.5000038146973;-61.6328144073486;2.91072681093929;2.75144123477008;2.77287766407483;-95.3125076293945;-60.2382621765137
Exc_1;;;-146.452489024895;-6.63948456216625e-19;1.0773;8.79838;1.026088;-44.90625;-46.9791666666667;-48.7375038146973;261.696;0.0235000000000001;1.07368;8.79406;1.023476;25.6562519073486;31.2291673024495;34.3125007629395;235.625147819519;0.015730693936348;1.297667968;;8.80872;;;-53.6770858764648;;24.7856999993445;270.0;194.333333333333;780.0;1.07306;8.79343333333333;1.023048;-31.3750019073486;-32.5104192097982;-43.3875015258789;1.08518;8.80872;1.40248;-48.5937538146973;-53.6770858764648;-72.1937530517578;2.80183154831949;3.00038389181677;3.93942448234182;-93.1250076293945;-70.9688415527344
Exc_1;;;36.4324959090112;0.0166383691121894;1.09508;7.99776;1.02534;-46.4687538146973;-45.7500038146973;-46.3593769073486;144.826192;0.04304;1.09312;7.99424;1.023575;33.3125038146973;34.625;33.9687509536743;134.218752384186;0.065320760011673;1.522279296;;8.01716;;;-51.4687538146973;;27.5034252726715;130.0;174.375;1500.0;1.0926;7.9936;1.023115;-39.9062538146973;-37.2187538146973;-43.6484394073486;1.14446;8.01716;1.803295;-51.7812538146973;-51.4687538146973;-73.7187557220459;3.51821195149564;3.3770620700755;3.55522973704364;-89.7812576293945;-73.3952331542969
Exc_1;;50.26;-9.78749980368177;0.0144211238997969;1.07704;9.30144666666667;1.02592;-42.2500038146973;-42.0833358764648;-46.8645858764648;158.116096;0.02576;1.07428;9.29797333333333;1.02356666666667;28.3437519073486;31.3437512715658;35.0104192097982;146.540284156799;0.0129296695813537;1.527447936;;9.32176666666667;;;-49.9791704813639;;19.2668386947334;290.0;206.916661580404;1080.0;1.0736;9.29732;1.02310666666667;-33.7812538146973;-32.5000012715658;-44.5937512715658;1.08178;9.32176666666667;1.60599333333333;-43.0;-49.9791704813639;-75.8020833333333;2.86740004789342;3.1839303505926;3.73307865635641;-91.1250076293945;-76.0253524780273
