e-type;m-type;adaptation;avg_isi;electrode_0_pa;f_i_curve_slope;fast_trough_t_long_square;fast_trough_t_ramp;fast_trough_t_short_square;fast_trough_v_long_square;fast_trough_v_ramp;fast_trough_v_short_square;input_resistance_mohm;latency;peak_t_long_square;peak_t_ramp;peak_t_short_square;peak_v_long_square;peak_v_ramp;peak_v_short_square;ri;sag;seal_gohm;slow_trough_t_long_square;slow_trough_t_ramp;slow_trough_t_short_square;slow_trough_v_long_square;slow_trough_v_ramp;slow_trough_v_short_square;tau;threshold_i_long_square;threshold_i_ramp;threshold_i_short_square;threshold_t_long_square;threshold_t_ramp;threshold_t_short_square;threshold_v_long_square;threshold_v_ramp;threshold_v_short_square;trough_t_long_square;trough_t_ramp;trough_t_short_square;trough_v_long_square;trough_v_ramp;trough_v_short_square;upstroke_downstroke_ratio_long_square;upstroke_downstroke_ratio_ramp;upstroke_downstroke_ratio_short_square;vm_for_sag;vrest;average_bifurcation_angle_local;average_contraction;average_diameter;average_fragmentation;average_parent_daughter_ratio;max_branch_order;max_euclidean_distance;max_path_distance;neuron_reconstruction_type;number_bifurcations;number_branches;number_nodes;number_stems;number_tips;overall_depth;overall_height;overall_width;scale_factor_x;scale_factor_y;scale_factor_z;soma_surface;superseded;total_length;total_surface;total_volume
Exc_3;Spiny_17;0.0112589502031591;95.0088888888889;-6.55500003235443;0.152747249209409;1.25092;3.48384666666667;1.02594;-51.1875038146973;-52.7604192097982;-55.2291679382324;249.948128;0.0546200000000001;1.24742;3.48072;1.02361333333333;46.5;47.0729179382324;44.7708358764648;203.906327486038;0.0947432816028595;1.5534592;1.28714;3.52321333333333;1.78088666666667;-56.9062538146973;-58.7604204813639;-71.8750025431315;21.5441395481428;90.0;61.5000025431315;600.0;1.24698;3.48028666666667;1.02323333333333;-42.9375038146973;-43.2500012715658;-47.375;1.28714;3.52321333333333;1.78088666666667;-56.9062538146973;-58.7604204813639;-71.8750025431315;4.98288455754513;4.82387475876423;4.41016020533869;-93.625;-71.2786102294922;80.4395319306065;0.879795309061225;0.51967511854542;56.25;0.824379392041317;12.0;440.885091773219;507.413345819204;dendrite-only;24;54;2744;6;30;107.24;514.517043234533;391.716603500702;0.1144;0.1144;0.28;413.247987139381;FALSE;3256.90276183184;5279.37808437708;807.49210475989
Exc_3;Spiny_17;0.000746085937266;74.3;18.8974981496504;0.214985163204748;1.33842;5.04015333333333;1.025725;-51.6250038146973;-51.6145846048991;-53.4921903610229;175.282;0.0915600000000001;1.3351;5.03746666666667;1.023485;41.625;45.7187538146973;37.6484384536743;200.468748807907;0.0190565716475248;2.038279424;1.36248;5.06281333333333;;-55.5312538146973;-55.9479192097982;;19.9508143637131;90.0;100.458333333333;620.0;1.33458;5.037;1.02309;-41.625;-42.3541692097982;-40.5625009536743;1.36248;5.06281333333333;1.6024;-55.5312538146973;-55.9479192097982;-76.0781269073486;4.30449363071173;4.87067343795897;3.84580283503326;-96.1562576293945;-75.4299621582031;70.6975433579336;0.882689163690936;0.4104058675755;56.075;0.846822581426059;7.0;470.788284323346;506.38190518401;dendrite-only;20;46;2377;6;26;109.6651;502.049754773225;348.473116065773;0.1144;0.1144;0.28;308.808094222838;FALSE;2871.02988011808;3663.40098491303;512.467910664197
Exc_3;Spiny_17;0.0217388597282449;79.2716666666667;-37.539998887226;0.148648648648649;1.16006;2.84996;1.02635333333333;-46.5;-47.0312525431315;-48.2812538146973;241.024608;0.03942;1.15548;2.84347333333333;1.02351333333333;39.875;46.0937512715658;43.2500025431315;220.46871483326;0.0251494701951742;1.247906688;1.18344;2.87572;;-55.2187538146973;-55.6875038146973;;29.4176379300103;50.0;45.5833333333333;560.0;1.15488;2.84293333333333;1.02307333333333;-36.5000038146973;-35.1041679382324;-43.3541679382324;1.18344;2.87572;1.84126666666667;-55.2187538146973;-55.6875038146973;-68.1666717529297;4.78254497000335;5.10422048809081;4.92613111669104;-91.9375076293945;-67.9853591918945;74.7953388326153;0.82079342598892;0.30265559172934;58.0714285714286;0.997745323966318;8.0;425.496879172691;514.786532587255;dendrite-only;21;47;2703;5;26;91.2682;503.055395460568;272.552397531452;0.1144;0.1144;0.28;226.248536495552;FALSE;3070.73411783601;2929.80931122744;224.699924455252
Exc_3;Spiny_17;0.0282886254600867;102.095555555556;-2.96499977348041;0.104243840774806;1.2252;2.87120666666667;1.025444;-46.4375;-45.8020846048991;-48.7000015258789;201.942064;0.0438400000000001;1.22064;2.867;1.02352;40.125;39.5833346048991;37.4750022888184;229.062452912331;0.0391035601496696;1.028934656;1.24726;2.90136;;-52.09375;-53.3958346048991;;24.4513747231715;70.0;46.1666666666667;540.0;1.22012;2.86648666666667;1.0231;-36.5000038146973;-37.34375;-41.1750030517578;1.24726;2.90136;1.40882;-52.09375;-53.3958346048991;-62.5125030517578;4.33605135518878;4.27387189083872;3.85368524321732;-85.71875;-62.1718444824219;92.3427367118095;0.827213846844421;0.543098935180875;73.5;1.0;8.0;462.000945624931;580.543464607692;dendrite-only;15;37;2484;7;22;94.8612;565.076758106723;331.79547780865;0.1144;0.1144;0.28;910.267908619884;FALSE;2816.62882194632;4800.78892721524;671.97200954352
Exc_3;Spiny_17;0.0088037904988983;84.2181818181818;-0.642499942138386;0.231754121270524;1.88998;3.71044;1.02551333333333;-49.9687538146973;-49.5104179382324;-51.0312506357829;292.795904;0.04078;1.886;3.70599333333333;1.02338;45.1250038146973;41.2395858764648;43.4583365122477;181.25008046627;0.0443099141120911;1.182261888;;3.74102;;;-55.1875038146973;;16.1688734546493;110.0;67.1249987284342;690.0;1.88546;3.70546;1.02297666666667;-38.8125038146973;-36.3958358764648;-44.8906275431315;1.9179;3.74102;1.57410666666667;-54.46875;-55.1875038146973;-76.1093813578288;3.82352236886785;3.91978621682002;4.32080191512468;-94.5937576293945;-75.1157760620117;80.0704382080309;0.803612749502728;0.436011768114385;59.7391304347826;0.961920196690596;11.0;357.34105805825;437.392209150779;dendrite-only;23;51;2801;5;28;101.6128;474.238167528773;301.989466722711;0.1144;0.1144;0.28;283.940089919262;FALSE;3164.23677084149;4331.73485249546;482.444115816266
Exc_3;Spiny_17;0.0932467086717511;93.134;-17.6674994079029;0.185350579298798;1.20824;3.56968;1.02552666666667;-45.0;-47.1979192097982;-47.348960240682;243.305312;0.05172;1.20584;3.56687333333333;1.02365333333333;46.9375038146973;48.9479192097982;47.2291692097982;197.968706488609;0.0755215063691139;2.084306176;;3.61424666666667;;;-55.1562512715658;;25.8466835430059;50.0;63.6666666666667;650.0;1.20532;3.56634666666667;1.02319666666667;-40.7187538146973;-40.9895846048991;-45.6979185740153;1.29858;3.61424666666667;1.65467666666667;-54.9687538146973;-55.1562512715658;-72.8489596048991;4.49029583188089;4.84276662303731;4.17478168828838;-93.7500076293945;-71.9468536376953;73.3647608869276;0.835573847903902;0.579723790376623;69.92;0.958724989771099;10.0;588.687223818294;669.426189484855;dendrite-only;25;55;3545;5;30;138.2004;716.262627061312;421.042199311982;0.1144;0.1144;0.28;477.738333258168;FALSE;3964.05696821158;7223.26631685964;1084.48862611936
Exc_3;Spiny_17;0.032462231165671;78.9018181818182;-23.4225000506072;0.162065972222222;1.21094;5.39159;1.025205;-43.9062538146973;-46.453125;-47.8750028610229;202.148256;0.0604;1.20836;5.38848;1.02351;45.9062538146973;40.9062519073486;37.8593759536743;129.062652587891;0.0647501647472382;5.525354496;1.26318;5.43859;;-54.25;-53.5312519073486;;14.6275318473873;130.0;109.187496185303;949.999938964844;1.20796;5.38803;1.02311;-39.9375038146973;-41.0156269073486;-45.3437519073486;1.26318;5.43859;1.784505;-54.25;-53.5312519073486;-80.4453144073486;4.8538071735317;4.24522847937754;3.70631469061728;-94.5625076293945;-79.6906433105469;89.3516975986373;0.771529585806149;0.756433898209872;72.8611111111111;1.0;8.0;393.781323762479;503.16735426327;dendrite-only;18;42;2990;6;24;121.2375;449.900312988031;400.249879024432;0.1144;0.1144;0.28;431.927312515227;FALSE;3553.28702829313;8447.71999773887;1683.6119646421
Exc_3;Spiny_18;0.025906509249976;93.429;2.57499967529218;0.162266361848559;1.12877;6.04271;1.02543375;-49.4375;-49.9166666666667;-56.3906278610229;139.463376;0.0517350000000001;1.12646;6.04053166666667;1.02351125;30.375;34.9479166666667;33.4140634536743;172.343745827675;0.166858181357384;2.26567424;1.1596;6.074515;1.10760875;-53.40625;-54.1875012715658;-73.6250038146973;17.8252477272907;130.0;125.500002543132;650.0;1.12592;6.03997;1.02307125;-33.9375;-34.4375;-46.9296884536743;1.1596;6.074515;1.10760875;-53.40625;-54.1875012715658;-73.6250038146973;2.45581435056075;2.31031739602234;2.54269881563111;-92.4375076293945;-72.8521041870117;83.7040909809147;0.865585972431285;0.69725189472087;51.1607142857143;0.825492119097537;18.0;730.826285829437;803.439199796773;dendrite-only;28;63;3142;7;35;115.9527;796.867901369167;223.578403450271;0.1144;0.1144;0.28;448.900812045762;FALSE;3548.59096044082;7800.46235007315;1523.46608363711
Exc_3;Spiny_18;0.0214200304135032;70.8525;-15.9587482118084;0.192025071448655;1.136395;8.06260833333334;1.025059;-48.34375;-47.2187525431315;-53.0062515258789;121.16748;0.0579350000000001;1.13424;8.06080666666667;1.023485;44.8125;42.8229179382324;43.7250015258789;115.468673408031;0.122788280248642;2.147547136;1.147955;8.08407833333333;1.117463;-48.96875;-51.2291679382324;-76.8750030517578;13.6680116419205;209.999984741211;176.0;889.999938965;1.133805;8.06035666666667;1.02311;-33.34375;-31.927085240682;-44.8125022888184;1.147955;8.08407833333333;1.117463;-48.96875;-51.2291679382324;-76.8750030517578;2.80983249760513;2.5102833191973;2.62786801806535;-90.3125;-75.919319152832;64.9437333636483;0.838192451730583;0.302617129226233;49.4166666666667;0.734052460956693;15.0;851.288125392502;934.754306198061;dendrite-only;30;67;3201;7;37;53.6371;927.544374899065;241.957023896748;0.1144;0.1144;0.28;172.458941070081;FALSE;3657.15712807279;3493.35828659139;319.097066618136
Exc_3;Spiny_18;0.036267431452814;62.1703333333333;-3.23750011174684;0.239350180505415;1.07479;5.50904166666667;1.024631;-46.4375;-47.4166679382324;-53.7062530517578;104.156048;0.0270600000000001;1.072995;5.507565;1.023265;36.375;44.8541692097982;40.5125015258789;162.812381982803;0.116804018616676;1.312183168;1.08444;5.52648333333333;1.804775;-49.21875;-53.8750012715658;-75.0187515258789;19.4287140851224;150.0;112.166669209798;378.0;1.07259;5.50717166666667;1.022924;-34.625;-35.9166692097982;-46.3312522888184;1.08444;5.52648333333333;1.804775;-49.21875;-53.8750012715658;-75.0187515258789;2.76146199121735;2.78568939138049;2.85398766644662;-94.5937576293945;-73.9795761108398;86.3496675607879;0.656120914228653;0.457635173807222;52.4166666666667;0.950501835490455;15.0;650.637430524866;957.71093005655;dendrite-only;30;67;3271;7;37;87.0383;717.408342848595;199.214266938487;0.1144;0.1144;0.28;430.635071673074;FALSE;4158.81994885331;5944.19600733693;730.014704147987
Exc_3;Spiny_18;0.0153300746725604;77.6633333333333;46.240625911631;0.158258925308376;1.11379;8.37511333333333;1.025095;-49.6562538146973;-49.1145858764648;-55.8750028610229;95.299752;0.053785;1.111745;8.37324666666667;1.0233625;38.0000038146973;37.6875025431315;39.1250009536743;127.031207084656;0.162562116980553;1.512817536;1.138955;8.40096166666667;1.27317875;-54.0312538146973;-54.5937538146973;-78.7187557220459;14.244644674266;190.0;183.833333333333;839.999938964844;1.1113;8.37277;1.02297875;-38.625;-36.3958346048991;-52.4687538146973;1.138955;8.40096166666667;1.27317875;-54.0312538146973;-54.5937538146973;-78.7187557220459;2.69773016238635;2.47974404507036;2.46155361221506;-90.9687576293945;-78.6349716186523;79.2752020320836;0.861429957281671;0.422868214808078;54.2;0.753182934717743;15.0;756.523687203818;786.536700899698;dendrite-only;30;64;3307;4;34;102.205;849.11083850682;211.509445953914;0.1144;0.1144;0.28;209.916867481346;FALSE;3803.26383405668;5054.4051036491;618.520077515733
Exc_3;Spiny_18;0.0073626957674343;45.0066666666667;11.6299999144975;0.210416681038008;1.12394;4.73778666666667;1.025652;-57.4687538146973;-54.2291704813639;-62.0312522888184;215.529984;0.0408600000000001;1.12144;4.73514666666667;1.023576;25.6875;31.5416679382324;32.5375007629395;184.062570333481;0.158074706792831;1.757286912;;;;;;;15.3981805034574;110.0;92.8333307902018;499.999969482422;1.12084;4.73456;1.023132;-39.71875;-36.5625012715658;-50.2625022888184;1.12464;4.74809333333333;1.113496;-57.90625;-55.0416692097982;-74.1812530517578;2.55724263956281;2.43504937566296;2.57389083890107;-94.0937576293945;-73.2812271118164;70.959494141494;0.805243129895418;0.633418292930536;54.25;0.850331171718737;13.0;774.282355015442;830.192906305474;dendrite-only;22;52;2581;8;30;58.1378;809.157957748164;244.175402207239;0.1144;0.1144;0.28;406.502720732773;FALSE;3004.02100400397;6028.63549144981;1079.40607454732
Exc_3;Spiny_18;0.0181605132986508;64.4066666666667;8.82749949526751;0.228257749007194;1.08316;5.94268;1.025308;-50.5;-47.5104166666667;-55.6375022888184;163.486304;0.02634;1.08046;5.94026;1.023428;43.5000038146973;47.1145858764648;47.7000022888184;163.906291127205;0.133777648210526;1.493339264;1.0934;5.96245333333333;1.456784;-53.125;-52.8645871480306;-75.6812530517578;14.2239231437283;130.0;123.0;670.0;1.08002;5.93981333333333;1.02308;-34.0312538146973;-33.5104179382324;-45.9000022888184;1.0934;5.96245333333333;1.456784;-53.125;-52.8645871480306;-75.6812545776367;3.06651968292765;3.39908433318745;3.94630015002622;-94.1875076293945;-75.3721694946289;75.8535791077599;0.866558361904227;0.387949639344605;49.4807692307692;0.79038374004633;17.0;869.902330230843;921.311656310001;dendrite-only;26;59;2848;7;33;53.2;939.829551071112;184.099741341201;0.1144;0.1144;0.28;213.100940534662;FALSE;3252.06121266903;3970.72125485744;473.994642114047
Exc_3;Spiny_18;0.0120823360691794;57.85375;25.139999457191;0.265322580645161;1.0924;4.52788666666667;1.02546;-53.2500038146973;-52.9791692097982;-55.3177115122477;238.371168;0.0246200000000001;1.09048;4.52596666666667;1.02353666666667;48.9375038146973;51.7916679382324;46.6354179382324;156.250387430191;0.165597677230835;1.98690688;1.11924;4.55436;;-57.0000038146973;-57.1875025431315;;10.7410140588614;100.0;87.6666641235352;509.999969482422;1.09008;4.52553333333333;1.02316;-43.21875;-42.2083371480306;-45.5989596048991;1.11924;4.55436;1.63136666666667;-57.0000038146973;-57.1875025431315;-75.1197954813639;3.97718279533058;4.27288510038331;3.92636592072871;-93.2812576293945;-74.5950698852539;85.5701739469925;0.828990037249099;0.503337904118841;67.25;0.915229143151029;15.0;764.194566724266;827.247323942568;dendrite-only;20;46;2824;6;26;98.9352;766.517296907852;415.657519372767;0.1144;0.1144;0.28;532.362449041442;FALSE;3182.92023466023;5039.01252379541;650.736687793444
Exc_3;Spiny_19;0.0291302986235894;61.012;7.00500031244888;0.286030827696237;1.53616;2.17494;1.02606;-53.90625;-54.8020871480306;-56.9875038146973;322.777504;0.0243;1.5323;2.17104666666667;1.022668;34.4375;34.4166679382324;31.8437522888184;348.28132390976;0.101397357881069;1.323356672;;2.20052666666667;;;-57.8645858764648;;26.7575578496702;30.0;28.7499993642171;400.0;1.53176;2.17050666666667;1.022208;-43.4375038146973;-44.5520846048991;-43.4687515258789;1.57586;2.20052666666667;1.114696;-58.1250038146973;-57.8645858764648;-66.4437530517578;4.32253584764397;4.27216669358724;3.65936920726325;-98.9375076293945;-66.4572143554688;82.5066804937799;0.903889966354689;0.634047290985911;105.277777777778;0.86218269498544;3.0;432.383109562585;496.831994283078;dendrite-only;9;23;2011;5;14;92.6671;566.701220153457;370.170045366266;0.1144;0.1144;0.28;1446.58772541902;FALSE;2277.25937433188;4543.13907289201;921.571894719358
Exc_3;Spiny_19;0.122843418689386;66.51;4.3575000378826;0.0776056278946889;1.16484;8.59227333333333;1.02740333333333;-47.0312538146973;-47.0520846048991;-53.9583358764648;82.59952;0.0846;1.15974;8.58701333333333;1.0235;40.5;42.4583333333333;43.145835240682;112.812496721745;0.0401811748743057;2.089231104;1.17064;8.61138666666667;;-49.5937538146973;-51.7395858764648;;15.3615055451968;230.0;189.166666666667;1030.0;1.1592;8.58646;1.02308;-39.78125;-38.8645858764648;-46.5156262715658;1.17064;8.61138666666667;1.45619333333333;-49.5937538146973;-51.7395858764648;-78.000005086263;6.1450193955041;5.88851829170409;5.04141563340156;-90.34375;-77.8622970581055;69.1697326290764;0.890268367932042;0.555630289859957;81.3333333333333;0.832393318030115;6.0;444.568755647144;578.299469682735;dendrite-only;24;54;4114;6;30;108.8601;665.802586011472;497.028282324247;0.1144;0.1144;0.28;856.79650668895;FALSE;4701.84051936638;8208.53739243972;1321.85633237252
Exc_3;Spiny_19;0.0274672324431805;71.0446153846154;-41.6074986964166;0.170123839009288;1.1312;3.34429;1.025024;-50.25;-52.9218788146973;-51.9625;192.884944;0.04128;1.12834;3.34089;1.023024;28.9062519073486;34.046875;26.9750015258789;163.020834326744;0.0603595674037933;1.257615616;1.17454;3.38093;1.627388;-58.46875;-60.3750038146973;-75.24375;20.606590129638;70.0;58.0624980926514;700.0;1.12774;3.3403;1.022512;-41.78125;-41.3593788146973;-45.9375030517578;1.17454;3.38093;1.627388;-58.46875;-60.3750038146973;-75.24375;3.38951817082865;3.42244286386569;3.1447339840579;-91.5625;-74.8118515014648;74.2094654447683;0.848370042679019;0.374782357538496;102.384615384615;0.687654802873023;4.0;476.457490621829;564.558691093964;dendrite-only;13;31;2764;5;18;134.3882;445.12991346246;592.074546018517;0.1144;0.1144;0.28;373.089652671954;FALSE;3191.44146124625;3785.22260614663;424.458714581095
Exc_3;Spiny_19;;59.6999999999999;-54.8500030117527;0.0478013029315962;1.12496;11.5095266666667;1.02684333333333;-53.28125;-51.6562525431315;-56.3802108764648;53.94362;0.0442200000000001;1.12098;11.50528;1.02346666666667;38.59375;42.0416692097982;42.0312525431315;91.562457382679;0.0306130088865757;1.215588864;;11.5216066666667;;;-56.7187538146973;;12.2229689778919;310.0;262.124994913737;870.0;1.12046;11.5047733333333;1.02308;-43.0;-39.0937525431315;-49.4947948455811;1.1303;11.5216066666667;1.55053666666667;-55.1562538146973;-56.7187538146973;-73.5208371480306;5.07283524840797;5.12965781588424;4.85925699047117;-82.9375;-73.7788238525391;65.285248325375;0.872062132001005;0.418086064909458;67.1304347826087;0.809818429987929;5.0;472.55530036784;513.486533142361;dendrite-only;23;51;3207;5;28;70.2119;628.768679713919;347.197004739627;0.1144;0.1144;0.28;220.304270034051;FALSE;3745.83763787133;4927.167992631;626.82628034804
Exc_3;Spiny_19;0.0458338627977132;87.28;16.0224992995506;0.139989118607182;1.36326;3.20065333333333;1.02524;-45.8125038146973;-45.8958371480306;-49.6812530517578;121.2268;0.04772;1.36056;3.19718;1.02308;40.9687538146973;40.6250025431315;39.7875022888184;161.250039935112;0.0352124758064747;1.161459968;1.401;3.22919333333333;1.152008;-53.0625038146973;-52.7500025431315;-59.6500022888184;26.6995855897027;40.0;54.4166666666667;360.0;1.36012;3.19672666666667;1.022732;-38.4375;-37.5833346048991;-43.5375030517578;1.401;3.22919333333333;1.152008;-53.0625038146973;-52.7500025431315;-59.6500022888184;5.19402801890029;5.07910665211079;4.51936508188154;-78.53125;-59.153564453125;80.3061958262246;0.86083209247054;0.434087755248188;93.6111111111111;0.882438369829616;8.0;394.185014986871;464.5030251116;dendrite-only;18;39;3413;3;21;116.1154;498.258568795189;669.518764584386;0.1144;0.1144;0.28;798.792896373572;FALSE;3892.45163565933;5302.5976852717;695.249244457907
Exc_3;Spiny_19;0.0246543952304564;73.405;22.0024987812595;0.173333345316877;1.42986;4.92011333333333;1.02652;-50.71875;-49.2291692097982;-53.6562538146973;117.547536;0.0704200000000001;1.42574;4.91628666666667;1.02348;35.34375;43.5937538146973;30.6562519073486;150.468826293945;0.0630087703466415;1.42081792;1.46778;4.95978666666667;1.53612;-58.4062538146973;-56.6250025431315;-75.2500076293945;18.7585611336417;110.0;97.375;830.0;1.42524;4.91582666666667;1.02306;-43.9062538146973;-42.6250012715658;-41.71875;1.46778;4.95978666666667;1.53612;-58.4062538146973;-56.6250025431315;-75.2500076293945;4.76141683234494;5.42735702581539;3.90644355857511;-90.3125;-74.7002639770508;75.9700935752487;0.871426016322792;0.483127090164706;59.8333333333333;0.759576658554038;11.0;390.82948565272;626.373274724531;dendrite-only;27;58;3265;4;31;147.2313;479.263818398205;539.545105069305;0.1144;0.1144;0.28;288.820653476165;FALSE;3833.96294027386;5790.69314087647;859.523469667411
Exc_3;Spiny_19;0.0333816133003548;77.5836363636364;34.4874996616173;0.188852097130243;1.38662;3.42094;1.02644;-48.8125;-51.4166692097982;-56.0416692097982;257.497024;0.1441;1.38228;3.41603333333333;1.02343666666667;34.1875038146973;34.25;34.2760429382324;244.687616825104;0.148279145359993;1.156918528;1.4014;3.44036666666667;1.26089333333333;-54.0;-56.9062512715658;-69.4687525431315;32.5240686703323;90.0;59.9166666666667;105.0;1.38178;3.41551333333333;1.02304333333333;-39.3750038146973;-39.03125;-43.645835240682;1.4014;3.44036666666667;1.26089333333333;-54.0;-56.9062512715658;-69.4687538146973;4.68092771350264;4.62692671615767;3.9651490846577;-95.1875076293945;-67.9803619384766;66.5372358777676;0.876285287984803;0.338967559232933;75.25;0.62216702887778;4.0;368.678472908902;451.831359056385;dendrite-only;12;32;2839;8;20;135.52;463.799260664258;366.423297928934;0.1144;0.1144;0.28;256.318525903755;FALSE;3270.95491549674;3483.73948134004;353.004293602534
Exc_3;Spiny_19;0.0122806422724451;95.6577777777778;22.7275004371918;0.17;1.4249;3.93916666666667;1.026452;-47.3125;-49.7291692097982;-52.2875022888184;139.190112;0.0905;1.4205;3.93585333333333;1.02346;21.8750019073486;34.2604179382324;24.8812507629395;149.999842047691;0.0183797534555197;1.249118848;1.45866;3.97392666666667;1.236256;-56.0;-57.9791704813639;-69.3562530517578;18.8218352120705;70.0;72.875;112.0;1.41992;3.93538;1.023048;-42.3750038146973;-45.3645871480306;-44.2000030517578;1.45866;3.97392666666667;1.236256;-56.0;-57.9791704813639;-69.3562530517578;5.07647773466217;5.06948142625458;3.99247896354807;-85.3125;-68.3788757324219;77.5366780668317;0.863104126486085;0.417928653364861;73.6666666666667;0.926632929890573;6.0;373.630444207227;436.958951908828;dendrite-only;21;46;3137;4;25;65.4696;425.897625283263;381.015114003528;0.1144;0.1144;0.28;287.11812285142;FALSE;3589.33906195826;4704.9104071175;582.285423274458
Exc_3;Spiny_19;0.0562160499964749;58.2925;47.9725009716603;0.25;1.16848;2.04287333333333;1.026148;-50.71875;-53.5520858764648;-54.5937530517578;359.487168;0.0220800000000001;1.16578;2.04010666666667;1.023416;40.6875;40.0312512715658;40.6000007629395;217.857107520103;0.15508921444416;1.328794624;1.20676;2.09682;1.25932;-55.5000038146973;-57.6875038146973;-66.2937545776367;18.6092935836093;40.0;25.5;330.0;1.16536;2.0397;1.023044;-41.7500038146973;-43.3541692097982;-45.5562530517578;1.20676;2.09682;1.25932;-55.5000038146973;-57.6875038146973;-66.2937545776367;4.35152353559209;4.31122165293027;4.25913353120122;-89.3125;-65.5099563598633;72.1152626113095;0.904657260212812;0.20777257836533;66.6176470588235;1.00945055654205;5.0;424.291010949289;484.78072534043;dendrite-only;17;38;2366;4;21;95.48;547.965298268716;314.759437145901;0.1144;0.1144;0.28;251.347904161199;FALSE;2776.13851057503;1811.63133723533;108.507145657953
Exc_3;Spiny_19;0.0308783852359965;201.055;-36.9049998893978;0.180320699601373;1.33966;4.36536;1.027288;-48.71875;-47.6354204813639;-52.5250038146973;185.357824;0.16228;1.33582;4.36181333333333;1.023552;37.5937538146973;39.8229192097982;39.7500007629395;103.593714535236;0.0508410036563873;1.295754368;1.39134;4.39406;;-54.5312538146973;-53.7500038146973;;10.7334630356288;70.0;83.5416666666667;520.0;1.33532;4.36133333333333;1.023152;-40.0000038146973;-40.6041679382324;-46.0437522888184;1.39134;4.39406;1.554004;-54.5312538146973;-53.7500038146973;-67.9250015258789;4.39200462482559;4.56717194528397;4.52832541769564;-79.3750076293945;-67.6604537963867;79.2664711648672;0.824831833783669;0.631832395483911;83.1875;0.951570437571083;3.0;510.559482315636;610.761881218643;dendrite-only;16;39;2957;7;23;146.7988;460.286506602363;576.356545761824;0.1144;0.1144;0.28;1087.18079884038;FALSE;3558.33130529607;7045.84652468448;1209.57645021693
Exc_3;Spiny_2;0.100490290119311;80.4504545454545;13.153749790773;0.222144679258464;1.126865;5.30663666666667;1.02546375;-43.6562538146973;-45.4062525431315;-46.8437528610229;132.65108;0.0490000000000002;1.124815;5.30440833333333;1.0235475;26.1875019073486;34.5833333333333;25.0078129768372;197.812542319298;0.024099737405777;1.475828992;1.137835;5.35615166666667;1.6290325;-44.28125;-52.5729179382324;-82.2890644073486;22.8412526885359;90.0;107.083333333333;920.0;1.124285;5.30390333333333;1.02311625;-39.1875038146973;-36.3541666666667;-34.1250014305115;1.137835;5.35615166666667;1.6290325;-44.28125;-52.5729179382324;-82.2890644073486;3.2999292533846;3.36622334208887;2.86063858686084;-100.468757629395;-81.92041015625;78.5350708162997;0.89779351033238;0.247356279034576;47.1272727272727;0.779837818692819;9.0;374.667522229403;419.711310803281;dendrite-only;28;62;2813;6;34;124.2169;469.187241793325;291.532147618944;0.1144;0.1144;0.28;96.1345882421457;FALSE;3195.90324692305;2485.65221544067;174.755651878946
Exc_3;Spiny_2;0.022854223797453;88.649;23.4656235414965;0.127967100872302;1.16396;7.26665833333333;1.025073;-45.15625;-45.6145858764648;-49.2250022888184;113.807184;0.0540500000000002;1.161625;7.26411666666667;1.02333;47.53125;49.8750025431315;48.8250015258789;117.968633770943;0.0710932537913322;1.986571136;1.195805;7.29549833333333;1.422118;-53.9687538146973;-53.3333358764648;-78.9250030517578;15.2171302378377;150.0;156.083333333333;1019.99993896484;1.16123;7.263695;1.022978;-34.78125;-34.3854166666667;-43.2625022888184;1.195805;7.29549833333333;1.422118;-53.9687538146973;-53.3333358764648;-78.9250030517578;4.06783285976868;4.05318626802674;4.0767685640395;-91.0625;-78.1322631835938;67.7797362644869;0.90472071412211;0.221544928661875;35.9848484848485;0.82453089644983;6.0;293.794587747988;315.870599918264;dendrite-only;33;72;2483;6;39;34.16;385.017283861287;274.804401464996;0.1144;0.1144;0.28;89.7862952565266;FALSE;2821.3861884077;1960.61234019062;125.24408749836
Exc_3;Spiny_2;0.261085381152892;199.75;2.44249997831403;0.13297492320377;1.232035;4.26101;1.02573125;-52.09375;-49.9687512715658;-53.9453153610229;130.625632;0.059995;1.22902;4.25847166666667;1.02345875;45.0;47.2291692097982;45.9453153610229;156.875044107437;0.0385764725506306;1.20707968;1.89333;4.313415;1.68241875;-61.5;-58.7812525431315;-80.8281269073486;19.0657315163926;110.0;80.9583307902018;870.0;1.22858;4.25802333333333;1.023055;-44.1875;-41.6250012715658;-48.6953163146973;1.89333;4.313415;1.68241875;-61.5;-58.7812525431315;-80.8281269073486;4.58670600203569;4.62656737888918;4.85402070254953;-97.0;-80.403678894043;71.1255444233218;0.904668277268952;0.325294283306556;44.7678571428571;0.900430497310999;8.0;375.421894988105;413.357689610165;dendrite-only;29;64;2566;6;35;146.3468;481.843412000314;184.594824949069;0.1144;0.1144;0.28;149.289005748446;FALSE;3043.2800243192;3100.64588357623;301.904655230701
