m-type;average_bifurcation_angle_local;average_contraction;average_diameter;average_fragmentation;average_parent_daughter_ratio;max_branch_order;max_euclidean_distance;max_path_distance;neuron_reconstruction_type;number_bifurcations;number_branches;number_nodes;number_stems;number_tips;overall_depth;overall_height;overall_width;scale_factor_x;scale_factor_y;scale_factor_z;soma_surface;total_length;total_surface;total_volume
Aspiny_17;80.6421543409727;0.837715346128144;0.481397101662291;51.95;1.0;4.0;152.429462201308;195.583268868981;full;10;23;1100;3;13;99.3879;219.076428697456;218.784605250707;0.1144;0.1144;0.28;348.243642923498;1264.37024583056;1907.15652637049;229.294123552241
Aspiny_18;65.9350690733707;0.909231061837926;0.265908805357655;28.8;0.951393166285412;4.0;146.944168189316;153.982832464192;full;20;47;1281;7;27;40.6832;176.619755159504;173.388250158328;0.1144;0.1144;0.28;325.196179479085;1488.46042398847;1238.09077233485;82.1377761872674
Aspiny_18;84.2012699014085;0.855098238953177;0.338571940538104;24.8421052631579;0.993730709652746;5.0;99.2184950261794;125.772637683138;full;19;47;1124;9;28;55.9552;142.921851953264;166.463169713225;0.1144;0.1144;0.28;152.577849573782;1357.91782753426;1443.98810100869;120.731959014615
Aspiny_18;83.6808693953457;0.852821652520365;0.339322292355576;23.875;0.992927964386888;5.0;99.2184950261794;125.96632858803;full;20;49;1136;9;29;55.9552;142.921851953264;166.463169713225;0.1144;0.1144;0.28;152.577849573782;1361.79674710888;1451.73470489128;121.944419914636
Aspiny_18;85.1761226319084;0.864968333609072;0.194585430452533;33.5277777777778;0.855538127896067;4.0;110.866326816441;131.422655262407;full;18;40;1240;4;22;95.2;168.963687957596;173.506269739784;0.1144;0.1144;0.28;203.656038785615;1469.59091153862;897.593660825995;42.1509808614691
Aspiny_18;68.6588890911128;0.893605760670528;0.243099083619752;25.53125;1.0;4.0;147.308714077138;158.652276223463;full;32;72;1755;8;40;93.24;144.739038198293;240.796724385441;0.1144;0.1144;0.28;51.4934351837378;2148.38022843906;1645.6381957674;98.3074755014962
Aspiny_18;92.2245873271783;0.850375040074641;0.468009635600193;23.5970149253731;0.866625639098199;6.0;139.432664672701;146.112458139999;full;34;75;1687;7;41;74.405;122.139025353798;263.997879250552;0.1144;0.1144;0.28;210.278281641151;2027.85606458354;2982.45731956875;396.576137388648
Aspiny_18;72.6456395198108;0.841762686250317;0.386222463955434;25.7121212121212;0.860750094908652;5.0;96.7158913627434;113.530279507386;full;33;73;1852;7;40;83.1253;114.637425883685;169.639815941817;0.1144;0.1144;0.28;131.761513297161;2312.85879464354;2832.83453750322;296.079943108368
Aspiny_18;78.9116673315092;0.857029280926326;0.408427931855142;15.8974358974359;0.986002570994686;5.0;63.0207520623168;76.5735137277358;full;20;44;662;4;24;30.3052;104.575495008432;83.6473985020473;0.1144;0.1144;0.28;180.589663783236;757.303626438645;971.495999996041;97.2828373752335
Aspiny_18;76.5759766177091;0.854893157589663;0.408733382270227;16.7297297297297;0.998985053783574;5.0;63.0207520623168;76.5735777498445;full;19;42;661;4;23;30.3053;104.575495008432;83.6473985020473;0.1144;0.1144;0.28;180.589663783236;756.592004225084;970.807756733049;97.406501229218
Aspiny_18;78.7225422509724;0.887436448523898;0.450562077008547;17.6428571428571;0.999226614575721;4.0;102.789762004102;104.077020465005;full;14;33;606;5;19;22.68;82.8368708888641;159.14340858784;0.1144;0.1144;0.28;237.55781191887;696.282998365758;984.43561036953;109.563372189243
Aspiny_18;78.7225422509724;0.887436448523898;0.450562077008547;17.6428571428571;0.999226614575721;4.0;102.789762004102;104.077020465005;;14;33;606;5;19;22.68;82.8368708888641;159.14340858784;0.1144;0.1144;0.28;237.55781191887;696.282998365758;984.43561036953;109.563372189243
Aspiny_18;82.1388061947734;0.850693637462445;0.517053177667314;49.975;1.0;5.0;168.015923266398;190.214076581912;full;20;45;2101;5;25;77.8912;263.162547100841;282.448114545282;0.1144;0.1144;0.28;341.208177496391;2436.50408516466;3952.25100370961;516.567120094759
Aspiny_18;83.8758125741687;0.873220430007241;0.472789946191175;19.7222222222222;0.978081095273752;6.0;102.563928995042;107.944804401188;full;36;79;1488;7;43;43.4;117.75499220162;199.464047202518;0.1144;0.1144;0.28;359.430789180024;1726.68443649962;2564.64488571337;305.173318144339
Aspiny_18;84.5659358637348;0.877716985092737;0.466522457387119;19.8055555555556;0.977981733816465;6.0;102.563928995042;107.769958761741;full;36;79;1494;7;43;43.4;117.75499220162;199.464047202518;0.1144;0.1144;0.28;359.430789180024;1757.23050766214;2578.4667690232;304.634703492238
Aspiny_18;93.5738515023113;0.831727734280368;0.473577691630197;21.8035714285714;1.0;5.0;118.168774320376;141.488254383136;full;28;62;1309;6;34;41.0094;143.914591894365;151.429209637821;0.1144;0.1144;0.28;286.492881231004;1492.13469457249;2217.46745697696;262.162346511767
Aspiny_18;84.7425130321047;0.875201062683696;0.509668257969042;33.5476190476191;0.983183177800222;7.0;169.304948114814;188.954918687939;full;42;88;2868;4;46;67.0566;245.87509006895;241.066859789857;0.1144;0.1144;0.28;368.825607283741;3362.21304008081;5388.53041168671;703.942955247509
Aspiny_18;77.6452164189461;0.849866257905944;6.67075874777676e-06;42.1;0.966332465003992;3.0;149.080534694775;163.46353452897;full;10;24;915;4;14;52.9315;141.236872078098;178.424890492905;0.1144;0.1144;0.28;7.66889327663601e-08;1043.08093142416;0.0218191556379738;-7.58143802675228e-05
Aspiny_18;81.7571495991947;0.780848026434277;0.53894300899521;58.75;1.01700174825175;4.0;165.437596747323;199.666523259879;full;10;27;1446;7;17;72.3744;180.709395714409;263.798717000016;0.1144;0.1144;0.28;1283.7209864417;1641.82597752036;2778.53077828728;377.593249266423
Aspiny_19;70.7673982641157;0.869973898977097;0.273426228315923;60.3611111111111;0.800150307179723;5.0;380.095565927794;487.576018049454;full;18;44;2514;8;26;106.741;453.727745196594;413.273143330611;0.1144;0.1144;0.28;262.27268351607;2976.8394282737;2562.5181720342;192.364661742607
Aspiny_19;76.3950799147574;0.918767798130359;0.372173910116609;22.8196721311475;0.998633437528194;7.0;122.759646435504;131.397974623295;full;61;130;2848;8;69;65.1039;208.606299833041;159.168787610534;0.1144;0.1144;0.28;532.007290872015;3358.64108896296;3931.35812743761;366.24223626294
Aspiny_19;93.0838606535098;0.880027626875339;0.341775537359072;52.5;0.999615545179322;3.0;127.1569748851;141.490619383661;full;8;22;981;6;14;46.6584;199.061240939891;180.767101250685;0.1144;0.1144;0.28;150.910895881901;1133.42143636403;1218.13669297119;104.367383840767
Aspiny_19;86.3384402468138;0.774080005179992;0.183879793953844;45.8444444444444;0.99696871597163;5.0;204.048475851941;311.093053577553;full;23;52;2150;6;29;42.332;281.711598426646;285.490588296367;0.1144;0.1144;0.28;64.1029777108547;2479.71400379563;1432.16324107221;64.4356541052394
Aspiny_19;86.6527189718815;0.893108030734301;0.381090011414655;30.7857142857143;1.0;4.0;103.146595052139;115.246104394475;full;21;48;1348;6;27;42.1293;186.471273497935;148.038274132455;0.1144;0.1144;0.28;233.502063426486;1558.2144273337;1863.6119094288;177.060512347881
Aspiny_19;69.7311226920187;0.879478252668164;0.471743809369611;24.6363636363636;0.988412844137466;4.0;132.675053045853;143.204476322347;full;11;29;679;7;18;36.54;218.429569336702;119.167054233838;0.1144;0.1144;0.28;320.644962684602;792.037257245304;1189.94661317771;152.010768229695
Aspiny_19;66.0307938617628;0.853093018520844;0.549264668623556;56.32;0.984444444444444;6.0;336.94073061828;405.037546217273;full;25;56;2966;6;31;68.0321;470.916212082055;305.711444145373;0.1144;0.1144;0.28;476.111555597893;3403.77831449035;5879.72942900596;827.608490375536
Aspiny_19;75.5699173552109;0.896739201188852;0.459829387543081;77.9090909090909;0.998814886639253;5.0;319.101803438997;352.03426631261;full;22;46;3435;2;24;136.023;398.905170828161;523.001483305526;0.1144;0.1144;0.28;274.721266505589;4131.7300575871;5984.29745777175;693.243774257126
Aspiny_19;79.4418750052418;0.841052764712782;0.475674238920098;65.5769230769231;1.0;5.0;199.898667511817;228.485761105848;full;13;31;1851;5;18;78.673;209.665028156269;372.810853282438;0.1144;0.1144;0.28;326.695281865869;2110.5315472348;3154.53032368193;380.602618994698
Aspiny_2;78.6564524028625;0.894350308553016;0.32941327640396;92.3809523809524;0.90225628515394;4.0;328.157526829631;380.228445629341;full;21;49;4069;7;28;59.8139;518.353181700203;451.535178780976;0.1144;0.1144;0.28;197.485497281983;4699.19597085616;4874.63082952609;449.896122291336
Aspiny_2;69.044803473186;0.914691013990973;0.291340126107915;52.7073170731707;0.900596010636295;5.0;251.191322514353;269.425702563762;full;21;47;2235;5;26;43.4;341.5854478615;361.269599262137;0.1144;0.1144;0.28;244.368807407215;2588.54821381606;2385.54515410751;197.079561775982
Aspiny_2;87.4222294589651;0.842134182197846;0.46894825475646;37.6595744680851;0.815043579893147;5.0;166.744943722591;206.718378540644;full;24;51;1814;3;27;70.0;191.334669460753;222.241157068801;0.1144;0.1144;0.28;303.034102623617;2081.40912111065;3074.71038850391;398.048293966181
Aspiny_2;66.907514531119;0.849354388283908;0.618953328980771;70.7272727272727;1.0;6.0;317.409765349997;367.256219366283;full;22;53;3485;9;31;114.2013;449.197339278768;471.627988629569;0.1144;0.1144;0.28;407.348454229782;4116.83140324662;8031.05021264754;1356.08571402355
Aspiny_2;73.1628513855518;0.877026060852744;0.63210730833871;42.4893617021277;0.998824603446308;5.0;234.568752060926;302.009706428154;full;24;55;2124;7;31;93.7812;262.33831318455;346.30512570763;0.1144;0.1144;0.28;334.121464386178;2474.04517274618;4917.72689768463;821.320248530678
Aspiny_2;74.6210888508116;0.835365283065644;0.41418054635745;36.0416666666667;0.997497066642448;6.0;149.266422413214;184.640689326382;full;24;53;1790;5;29;57.3689;198.252671442571;238.955293579371;0.1144;0.1144;0.28;132.0421087546;2076.90773472597;2721.28202695199;292.277279725585
Aspiny_2;83.3422546849172;0.922898289971279;0.60015262571223;35.7321428571429;0.995666224917958;6.0;246.175534829723;250.273331509834;full;28;62;2071;6;34;85.3606;177.255007203278;381.57148932507;0.1144;0.1144;0.28;370.289350707559;2444.54689494715;4613.50130071958;710.354686841734
Aspiny_2;73.6925115599868;0.875698376598247;0.262789887458955;70.6774193548387;0.972868273224339;5.0;343.432951174811;372.015910921766;full;16;36;2447;4;20;71.4347;469.864425601717;367.117125349355;0.1144;0.1144;0.28;61.9736996453904;2846.53896776509;2347.95098108865;157.09610058567
Aspiny_2;80.5510619243265;0.861041913150902;0.451012459135904;39.7941176470588;1.0;6.0;197.399009162179;221.212747795999;full;34;73;2763;5;39;75.4846;198.242103439447;338.764827480042;0.1144;0.1144;0.28;306.937713740033;3161.25568364641;4477.1309900734;508.714629812573
Aspiny_2;77.1094866947967;0.880536381697774;0.521082265413665;38.22;1.0;4.0;211.68510751359;227.482920884218;full;25;58;2317;8;33;66.8668;236.684386091093;370.68096415522;0.1144;0.1144;0.28;691.482247138808;2660.52998240588;4358.42905897316;595.432792483693
Aspiny_3;75.8260232931609;0.888878195303403;0.360214310533393;53.8846153846154;0.735490074092679;4.0;164.319302522376;194.244930020768;full;13;33;1465;7;20;100.52;281.6977032794;207.405944857778;0.1144;0.1144;0.28;451.974593828468;1745.68207049335;1983.63940874737;188.802895018206
Aspiny_3;86.0172754350815;0.861435308174561;0.422917467797159;58.5769230769231;0.942931954714524;5.0;305.776247755299;339.272749538848;full;13;30;1617;4;17;60.7342;427.116661170713;435.441981438387;0.1144;0.1144;0.28;436.907878772642;1877.18982849434;2547.69550255849;345.215633709564
Aspiny_3;73.2475323444592;0.876802204640579;0.435961123961304;87.875;0.97993682120748;4.0;456.101976413795;518.807212174015;full;16;37;2911;5;21;156.116;614.262536416175;424.080452910928;0.1144;0.1144;0.28;276.055913797801;3583.32150604027;4905.28828292183;541.963438210962
Aspiny_3;75.0769306405649;0.835589572831104;0.542904782723217;61.925;1.0;4.0;258.352525074287;320.335668848068;full;20;45;2618;5;25;113.12;427.517599425265;365.147824932427;0.1144;0.1144;0.28;370.540095746137;3102.64020385738;5283.49101055728;790.996803427755
Aspiny_3;71.9865297577151;0.893761380418088;0.207865752747372;54.7647058823529;1.0;6.0;270.803941970016;338.167117016792;full;17;37;1937;3;20;77.0695;225.137446959116;494.03389156193;0.1144;0.1144;0.28;27.9317084806643;2251.60647637904;1469.26219381476;76.1311202929168
Aspiny_3;79.4242695800555;0.873994461867242;0.593634336380879;69.8260869565217;1.0;5.0;330.210994768103;374.020622867082;full;23;50;3259;4;27;151.1762;449.69550678258;583.697986641085;0.1144;0.1144;0.28;443.34723281451;3936.498550346;7324.54121221249;1129.57518446628
Aspiny_3;81.7015631268817;0.896316944312259;0.46103778139539;39.3653846153846;0.996866049436134;5.0;244.754611235029;261.193587405543;full;26;57;2097;5;31;88.004;336.621381859824;347.702169687227;0.1144;0.1144;0.28;324.552213169092;2473.05781215108;3584.47267054923;422.8506251822
Aspiny_3;69.3866175699175;0.850526993556761;0.672994035168056;47.1951219512195;0.99038447351124;7.0;296.215490974476;337.868738172819;full;41;88;3962;6;47;147.2033;400.651267249813;412.550767708769;0.1144;0.1144;0.28;729.231634110951;4825.55020447858;10416.6297798491;2028.54044048243
Aspiny_4;64.0075291364831;0.888560724973797;0.451611280387455;58.8333333333333;1.10620004995005;5.0;251.498886731254;273.732303451467;full;21;48;2601;6;27;106.8948;357.24911087066;391.037984808981;0.1144;0.1144;0.28;856.908116297264;3140.95195624946;4447.85684816606;598.616419855661
Aspiny_4;84.9532992206609;0.915024810032878;0.317188283453921;48.7894736842105;0.919432350715935;4.0;171.928464877489;204.96444581228;full;19;45;1971;7;26;76.8166;240.772521519074;276.926431489319;0.1144;0.1144;0.28;755.98717181228;2336.93026289669;2327.35051973567;188.123256119542
Aspiny_4;84.5666854001346;0.914024222762743;0.317193359674321;51.4722222222222;0.914498324673717;4.0;171.928464877489;204.96444581228;full;18;43;1970;7;25;76.8166;240.772521519074;276.926431489319;0.1144;0.1144;0.28;755.98717181228;2335.83094949235;2326.27850621721;188.047372894881
Aspiny_4;76.6237158940396;0.905609122692921;0.164296865051315;27.0454545454545;0.932608634825105;4.0;162.450057735416;180.351111536645;full;11;26;695;4;15;68.8354;207.248113793103;277.128082758621;0.1144;0.1144;0.28;98.9448629114984;831.856343067348;427.323724835526;16.1366347043345
Aspiny_4;74.2652849352727;0.923071831661422;0.139015307789486;38.4333333333333;0.957058435013328;4.0;253.922961435984;272.981975419783;full;15;39;1510;9;24;57.5697;324.422347189567;280.851229314141;0.1144;0.1144;0.28;50.0921092435745;1774.25836615792;776.076427177435;25.7329996121248
Aspiny_4;79.2363651132844;0.903954764546288;0.464173537857132;62.1176470588235;0.900112881859135;3.0;271.453414496852;302.441584743073;full;17;40;2171;6;23;54.7025;474.748713364109;484.797334799665;0.1144;0.1144;0.28;844.517391907387;2535.69964117587;3699.39039588146;487.312980455809
Aspiny_4;73.3943307350704;0.826781002213762;0.421266840875004;63.1764705882353;0.999925126817893;4.0;283.743123706531;334.475166118547;full;17;41;2580;7;24;105.0901;230.467241554158;517.83866208635;0.1144;0.1144;0.28;698.705146722314;3036.3131046553;4011.84600439998;440.716628468345
Aspiny_4;76.6735335705352;0.82871704467511;0.519824028487173;54.7647058823529;1.0;6.0;209.695564998452;336.276666098664;full;17;37;1898;3;20;69.764;323.831256911594;363.92563509181;0.1144;0.1144;0.28;260.715666467987;2197.02366380727;3594.11165452528;501.44795387704
Aspiny_4;67.9881267320436;0.823951188504289;0.203413657461492;73.6176470588235;0.968018893058391;4.0;291.113644313437;336.940405395247;full;17;39;2550;5;22;90.2896;415.306232234572;446.582145787622;0.1144;0.1144;0.28;69.2061361585736;2968.54067569994;1921.87468088392;101.077125375302
Aspiny_4;77.356061262561;0.877227684017394;0.519546886456269;38.0;0.994075924823508;5.0;121.829671677305;136.904666644257;full;15;36;1231;6;21;56.0498;230.930478105494;183.701063017252;0.1144;0.1144;0.28;294.111698485929;1469.35727917164;2405.43564444424;318.533918386891
Aspiny_4;64.7305919186411;0.918694058007892;0.388894030383493;65.1818181818182;0.966534717391692;4.0;276.559511081377;323.119076749636;full;11;26;1627;4;15;97.3297;527.473429228357;332.966473617431;0.1144;0.1144;0.28;119.211610125213;1897.38495920535;2318.60781670038;234.387814820134
Aspiny_4;72.441071658954;0.917178186453253;0.264668214330329;57.0;0.986772486772487;6.0;254.796741116777;278.805687953913;full;21;49;2682;7;28;76.9115;451.886982316305;360.770635586236;0.1144;0.1144;0.28;148.479294255917;3087.6421648186;2565.94911921489;169.572862738372
Aspiny_4;61.9135789738268;0.887477357451022;0.734153454159395;61.2432432432432;0.996069535796966;4.0;286.282941745993;305.185593013175;full;19;43;2343;5;24;74.9005;432.895134196571;394.259314760195;0.1144;0.1144;0.28;604.162695792511;2781.20038040327;6486.91820392436;1314.88151588483
Aspiny_4;76.8800278172657;0.782642774326912;0.724083426952591;66.4230769230769;1.0;4.0;274.37897541623;362.419255925879;full;13;32;1803;6;19;103.2022;367.963085592901;288.179119773106;0.1144;0.1144;0.28;509.836906850421;2121.5229447244;4825.70336534795;891.26655266026
Aspiny_4;66.9609278338259;0.86165100446919;0.570774393639384;67.0454545454545;0.966490857140794;5.0;391.907792860081;433.994544730932;full;22;47;3008;3;25;69.5772;476.150796190914;509.568064415951;0.1144;0.1144;0.28;570.64138879256;3416.96877667944;6130.74358231583;941.113544336648
Aspiny_4;86.198910563571;0.858944095676365;0.624477251595707;44.5714285714286;0.991786982131943;5.0;243.06226453732;276.271574571002;full;14;33;1521;5;19;99.5151;299.741524633738;396.618183073753;0.1144;0.1144;0.28;379.860891478713;1799.73522051394;3528.11613171911;570.954053433973
Aspiny_4;83.6309566378876;0.819129789219929;0.473465810412685;64.4705882352941;0.971896567484803;4.0;199.609281608672;247.154531614921;full;17;39;2252;5;22;89.857;351.036178902963;292.542698544984;0.1144;0.1144;0.28;288.407649826851;2577.44900670213;3832.56174603306;459.292616837048
Aspiny_4;85.3462300657852;0.856418827148805;0.508674172599802;53.0961538461538;0.999197362141525;5.0;271.868637732968;347.784883391633;full;26;59;2891;7;33;88.6404;372.939655875518;411.234582915347;0.1144;0.1144;0.28;688.404236980571;3292.2325127719;5262.52397133133;690.000487751116
Aspiny_4;74.4744576830205;0.820381117943615;0.554459966250319;43.2631578947368;1.0;5.0;212.010782211849;294.267265686323;full;19;43;1702;5;24;119.1192;333.188201293631;244.056898604027;0.1144;0.1144;0.28;488.794603502918;2009.33386500508;3501.66119019343;520.481576359006
Aspiny_4;72.9903226809538;0.854853045888237;0.354359785781591;53.5263157894737;0.983115683946709;4.0;261.973859066167;297.49580802803;full;19;41;2071;3;22;150.5101;262.226337309398;447.389017577825;0.1144;0.1144;0.28;328.663405789833;2474.27286356583;2747.91648201096;255.437100050516
Aspiny_5;80.7129831013283;0.869356387505531;0.347622911396349;32.3833333333333;0.997219601802002;11.0;272.156209654382;326.773120251549;full;30;65;2154;5;35;75.8489;413.204980937674;206.36053962629;0.1144;0.1144;0.28;143.134462991396;2524.09061922833;2757.51190246365;238.787194983671
Aspiny_5;80.7129831013283;0.86924497703024;0.348057026828163;31.2833333333333;0.981943134234334;11.0;272.156209654382;326.773120251549;full;30;65;2088;5;35;75.8489;413.204980937674;206.36053962629;0.1144;0.1144;0.28;143.134462991396;2439.33086301772;2669.54903812708;231.217923078237
Aspiny_5;75.8038466349327;0.824088806676667;0.533308236424921;47.5416666666667;0.987055773746363;4.0;230.652769422957;295.788338716214;full;12;31;1416;7;19;87.5624;215.000704685789;339.252872220937;0.1144;0.1144;0.28;301.412534509895;1701.43653475431;2847.93253599005;382.323959617153
Aspiny_5;78.3280668039908;0.827948305342242;0.524923648265527;46.575;1.0;5.0;167.643406194368;207.285367561326;full;20;46;1912;6;26;69.783;266.201347320087;185.948568626366;0.1144;0.1144;0.28;446.356435233239;2170.33052689022;3577.48733747097;480.140375369046
Aspiny_5;81.1546325591154;0.85842269581326;0.577534086145947;43.75;0.997441242172938;6.0;170.343666801587;186.677949511988;full;22;53;2116;9;31;75.756;257.435824342544;201.512335084239;0.1144;0.1144;0.28;333.025404137787;2433.13864291155;4413.05958949941;644.348239138419
Aspiny_5;77.5584099189486;0.832750811419491;0.489573081345141;45.7647058823529;1.0;7.0;188.501883640164;259.995932908568;full;17;38;1620;4;21;74.9101;277.921897507722;223.241458302398;0.1144;0.1144;0.28;227.898937761312;1920.57415238842;2948.69517834929;367.176308103562
Aspiny_5;87.7984820658073;0.826268002043539;0.578130520070437;47.375;0.989579961152476;4.0;149.468784991248;229.185567464448;full;16;38;1728;6;22;95.305;245.559419941759;158.455298556566;0.1144;0.1144;0.28;395.875203505837;2062.0287137605;3747.57099785439;548.25386836649
Aspiny_5;87.5310447512571;0.852334427501171;0.380663595115749;42.7333333333333;0.997163230164687;6.0;175.157296719406;199.751230569085;full;23;53;2195;7;30;107.2316;250.052620927374;217.427070402546;0.1144;0.1144;0.28;114.119489233261;2533.4261900302;3027.08282370879;292.828041821357
Aspiny_5;76.3677832907725;0.829815036549688;0.471641106133831;61.8461538461538;1.0;5.0;195.79816303648;225.927974450413;full;13;32;1835;6;19;80.3144;278.629106425565;228.466036748;0.1144;0.1144;0.28;257.568638257893;2141.42422961022;3172.23082291246;375.254641761189
Aspiny_5;98.7942270720572;0.874338653180655;0.4831520884789;46.3;0.998800343217766;3.0;182.1846133974;214.11017872979;full;10;25;1007;5;15;48.7872;229.488852838282;244.465895863799;0.1144;0.1144;0.28;262.285803773782;1178.22118905637;1783.69563272741;215.272594391653
Aspiny_5;77.7953812890814;0.847958944017205;0.322756405687258;48.2777777777778;0.997688557911967;4.0;201.927055674914;236.430733194943;full;27;61;2676;7;34;120.2672;254.190401906699;266.308723786166;0.1144;0.1144;0.28;189.242676820662;3132.44389024324;3172.36038497345;254.598241916009
Aspiny_6;89.5845531370844;0.822777503559902;0.460597147849418;41.3055555555556;0.978299672001496;6.0;198.917441582306;257.733317028004;full;18;40;1514;4;22;54.9455;188.689466118326;240.558475750761;0.1144;0.1144;0.28;251.287161195059;1705.09179687209;2469.37420648944;288.653736795054
Aspiny_6;79.6118396831021;0.87053181825342;0.492791022015094;41.575;0.993777110399916;5.0;201.637528973775;242.133087310303;full;20;47;1773;7;27;71.96;178.725564144022;257.623419972147;0.1144;0.1144;0.28;304.227450482315;2103.23351534588;3254.79413085539;407.18017128187
Aspiny_6;79.6104726989164;0.87995127676634;0.488197574037736;41.125;0.985703922748165;5.0;201.637528973775;242.133083523815;full;20;47;1755;7;27;71.96;178.725564144022;257.623419972147;0.1144;0.1144;0.28;304.227450482315;2082.56358925672;3192.01081500623;399.277357565296
Aspiny_6;78.9770956485135;0.840310364700546;0.0798687381449903;33.5;0.99129955567122;6.0;156.886698305051;237.975161969054;full;20;44;1414;4;24;62.5276;183.787203014904;180.748311418565;0.1144;0.1144;0.28;7.64062670153256;1655.41763081331;415.40198147584;7.02457963793561
Aspiny_6;72.5993487125298;0.851582736165636;0.295410193347425;34.7647058823529;0.997216075984911;7.0;194.732411479651;288.183574279203;full;17;36;1197;2;19;79.1991;155.443446579855;292.937850820435;0.1144;0.1144;0.28;59.8640087217877;1440.06026149809;1334.76969904428;97.5320341683561
Aspiny_7;69.651256206997;0.910642925824829;0.147191700428904;31.3432835820896;0.882168958928913;4.0;156.915589606259;162.716114739861;full;34;77;2222;9;43;73.08;257.934584973857;233.549427356365;0.1144;0.1144;0.28;65.6380515939482;2650.55240753195;1225.43869446871;46.0345360846925
Aspiny_7;68.4742872517675;0.868695058778676;0.369006302853877;36.8076923076923;0.898811640203113;5.0;143.090321798576;159.328552739747;full;26;60;2019;8;34;62.8163;196.139330681117;245.122991062015;0.1144;0.1144;0.28;494.400451904232;2370.09321433586;2755.10758761166;279.563857273845
Aspiny_7;83.8024235733041;0.877989274229049;0.432325596721798;26.1875;0.990922763654632;6.0;147.2624681335;165.645874497913;full;40;86;2161;6;46;59.92;240.263286989784;184.745002963433;0.1144;0.1144;0.28;250.160525158522;2492.96488047667;3382.22641553723;365.503579294697
Aspiny_7;81.6913052648532;0.877595558834036;0.432424805093968;26.8461538461538;0.996721270635857;6.0;147.2624681335;165.645850088859;full;39;84;2160;6;45;59.92;240.263286989784;184.745002963433;0.1144;0.1144;0.28;250.160525158522;2491.99032047426;3381.26621735179;365.656105176039
Aspiny_7;82.1730745694177;0.914005703118143;0.0538991290294543;34.2142857142857;0.998988712438521;5.0;146.945139456329;159.721634592144;full;28;63;2011;7;35;75.4779;217.206401073728;241.468353982657;0.1144;0.1144;0.28;2.89561028519066;2376.37716984875;402.242787016809;4.3098421853889
Aspiny_7;77.2866522155515;0.890614385092844;0.329749856935185;46.6875;0.989429394053163;7.0;208.568322369266;236.211896275959;full;24;55;2610;7;31;91.84;347.528154072069;225.901018542654;0.1144;0.1144;0.28;228.474263732328;3008.59015197855;3118.71883458827;259.300067394756
Aspiny_7;91.555458580333;0.863968157284407;0.375703582891231;44.804347826087;0.987527493024828;6.0;188.685223096193;221.489383149153;full;23;52;2246;6;29;67.228;306.770910860199;216.05525730735;0.1144;0.1144;0.28;225.83700614061;2607.62333435988;3077.92419778499;287.670057941184
Aspiny_7;94.6368349036323;0.857368576506177;0.376678101774411;45.304347826087;0.988325444724016;6.0;188.685223096193;223.008896689585;full;23;52;2272;6;29;67.228;306.773808904607;216.066714164709;0.1144;0.1144;0.28;225.83700614061;2609.17621159732;3089.38254029897;289.808965232429
Aspiny_7;71.1885212803814;0.910544350809483;0.225075681508145;56.6875;0.989489107811689;3.0;182.396575207239;221.953287144748;full;8;22;1014;6;14;62.8522;246.735735865545;301.42678445141;0.1144;0.1144;0.28;80.3970931727931;1176.37710559303;832.50599215962;46.0768783457886
Aspiny_7;86.5092620947479;0.835723158132666;0.463654546727625;42.875;0.957625863353853;6.0;135.21745596956;181.318578765765;full;20;45;1783;5;25;58.462;165.341964638683;233.745485668493;0.1144;0.1144;0.28;245.514779696562;1978.64366330979;2883.72085115755;336.958001428879
Aspiny_7;77.7375667556332;0.840381718853237;0.569022542969161;46.1666666666667;0.997760914394258;5.0;212.650734969127;244.842072224572;full;15;35;1476;5;20;60.5803;285.879874377621;216.891565860844;0.1144;0.1144;0.28;500.040934236422;1725.58204267256;3083.18906341953;445.876603687997
Aspiny_7;84.0211291990348;0.868646658027068;0.324717728523154;43.56;1.00764010282776;4.0;174.251037608618;215.355890077913;full;25;55;2237;5;30;85.2804;282.445641852373;264.835224755619;0.1144;0.1144;0.28;108.51469745708;2632.57620225092;2684.48104929511;221.416676292354
Aspiny_7;78.8401026980991;0.884016089673093;0.263789789783043;54.95;0.998833736898625;3.0;209.416301131645;261.274206518942;full;20;47;2299;7;27;44.8101;372.44514208185;196.400789561452;0.1144;0.1144;0.28;107.490190084009;2651.21200027309;2197.27924694779;142.576273063623
Aspiny_7;89.0421993443853;0.861621441807559;0.223349733901485;61.6315789473684;1.0;4.0;213.221228168679;241.689153158005;full;19;43;2425;5;24;88.0804;263.080232471817;285.866996119675;0.1144;0.1144;0.28;141.754764409097;2785.65791470642;1955.09120158521;107.889782283674
Aspiny_8;64.0418745444913;0.900890173455981;0.143875161951334;48.75;0.95925567924672;4.0;173.483700258439;197.009916090746;full;18;42;1831;6;24;75.88;256.26258724882;233.54498828437;0.1144;0.1144;0.28;81.688935644951;2163.10026183243;979.330115909261;35.7139186570047
Aspiny_8;63.8604635129114;0.890067933263153;0.281599198716127;62.6315789473684;0.906252173791525;3.0;219.227015294375;229.725501591733;full;19;45;2460;7;26;73.0374;380.961491280907;285.045233659624;0.1144;0.1144;0.28;349.937222124556;2884.50714223605;2546.68141198138;198.856427749922
