,Target
188,29.83333333333333
189,29.0
190,29.75
191,32.5
192,28.875
193,31.75
194,30.75
195,31.75
196,29.875
197,31.125
198,31.75
199,30.5
200,26.83333333333333
201,28.2
202,29.5
203,31.857142857142858
204,29.714285714285715
205,28.33333333333333
206,30.0
207,30.142857142857142
208,32.285714285714285
209,31.0
210,30.5
211,28.83333333333333
212,30.0
213,31.571428571428573
214,32.5
215,32.5
216,29.5
217,27.166666666666668
218,28.375
219,28.5
220,27.166666666666668
221,29.428571428571427
222,30.0
223,29.5
224,30.75
225,29.666666666666668
226,27.714285714285715
227,26.6
228,27.428571428571427
229,28.33333333333333
230,28.166666666666668
231,27.375
232,28.33333333333333
233,29.166666666666668
234,31.285714285714285
235,32.0
236,29.0
237,32.0
238,32.142857142857146
239,30.142857142857142
240,31.5
241,29.166666666666668
242,29.0
243,30.0
244,31.857142857142858
245,32.75
246,31.714285714285715
247,31.666666666666668
248,30.571428571428573
249,30.83333333333333
250,28.0
251,31.0
252,29.666666666666668
253,30.857142857142858
254,31.166666666666668
255,31.142857142857142
256,30.5
257,31.625
258,29.666666666666668
259,29.25
260,29.142857142857142
261,29.8
262,28.666666666666668
263,25.2
264,28.33333333333333
265,30.285714285714285
266,30.75
267,28.571428571428573
268,28.2
269,29.0
270,30.0
271,28.142857142857142
272,26.857142857142858
273,28.285714285714285
274,29.2
275,28.6
276,24.83333333333333
277,28.5
278,29.75
279,29.714285714285715
280,29.2
281,30.83333333333333
282,29.428571428571427
283,23.857142857142858
284,26.142857142857142
285,27.166666666666668
286,27.714285714285715
287,25.857142857142858
288,26.428571428571427
289,26.857142857142858
290,26.33333333333333
291,24.571428571428573
292,24.33333333333333
293,24.875
294,27.8
295,25.0
296,23.857142857142858
297,22.8
298,23.0
299,22.875
300,22.666666666666668
301,23.0
302,22.857142857142858
303,23.666666666666668
304,23.428571428571427
305,21.625
306,20.625
307,21.166666666666668
308,18.83333333333333
309,20.571428571428573
310,20.142857142857142
311,18.0
312,19.857142857142858
313,16.833333333333332
314,18.857142857142858
315,16.571428571428573
316,17.75
317,17.625
318,17.0
319,16.625
320,15.571428571428571
321,18.5
322,17.875
323,18.25
324,17.875
325,17.625
326,18.142857142857142
327,19.125
328,21.25
329,21.25
330,19.125
331,18.625
332,17.75
333,17.875
334,18.0
335,17.25
336,17.5
337,17.142857142857142
338,17.142857142857142
339,16.125
340,16.0
341,16.5
342,16.125
343,15.5
344,16.625
345,17.75
346,17.142857142857142
347,16.142857142857142
348,15.5
349,15.25
350,14.75
351,14.875
352,16.125
353,15.375
354,14.75
355,15.25
356,14.25
357,13.5
358,13.666666666666666
359,12.125
360,11.875
361,10.875
362,10.571428571428571
363,12.375
364,14.5
365,13.375
366,11.0
367,12.5
368,12.875
369,12.375
370,11.428571428571429
371,12.142857142857142
372,11.875
373,12.833333333333334
374,12.375
375,12.125
376,12.875
377,14.0
378,14.875
379,12.0
380,12.285714285714286
381,12.0
382,12.5
383,14.5
384,14.625
385,13.571428571428571
386,15.25
387,15.625
388,13.875
389,11.75
390,14.375
391,16.625
392,16.625
393,14.875
394,14.5
395,14.75
396,14.0
397,15.25
398,18.428571428571427
399,18.857142857142858
400,17.0
401,18.5
402,19.625
403,13.625
404,12.875
405,12.625
406,13.375
407,13.25
408,15.25
409,13.0
410,12.375
411,13.5
412,15.125
413,15.25
414,15.125
415,16.125
416,17.125
417,16.625
418,16.5
419,16.375
420,18.125
421,18.75
422,18.625
423,15.625
424,16.142857142857142
425,16.125
426,17.875
427,18.75
428,18.875
429,18.375
430,18.5
431,19.875
432,22.0
433,20.0
434,20.714285714285715
435,20.0
436,19.0
437,19.625
438,21.625
439,23.125
440,26.25
441,24.857142857142858
442,21.75
443,21.5
444,22.5
445,25.0
446,22.75
447,22.375
448,24.625
449,25.125
450,23.5
451,24.428571428571427
452,25.875
453,24.125
454,24.125
455,24.875
456,26.75
457,25.0
458,25.857142857142858
459,27.375
460,30.125
461,27.25
462,25.75
463,25.75
464,26.375
465,28.142857142857142
466,29.125
467,26.875
468,27.625
469,29.0
470,27.125
471,26.375
472,24.25
473,25.625
474,27.0
475,28.0
476,29.375
477,29.125
478,29.375
479,30.625
480,31.5
481,30.625
482,31.5
483,32.125
484,33.25
485,34.875
486,34.375
487,31.75
488,31.875
489,29.75
490,29.571428571428573
491,31.75
492,31.375
493,30.5
494,30.0
495,29.625
496,28.0
497,25.25
498,26.875
499,29.5
500,31.125
501,29.875
502,31.5
503,32.375
504,31.125
505,33.0
506,33.25
507,34.625
508,31.5
509,31.5
510,30.125
511,31.875
512,33.625
513,35.25
514,33.125
515,34.625
516,32.75
517,32.75
518,34.875
519,35.25
520,36.875
521,37.5
522,38.5
523,37.625
524,37.875
525,37.25
526,37.625
527,32.875
528,30.25
529,30.5
530,33.875
531,36.375
532,36.875
533,33.875
534,35.75
535,38.0
536,36.875
537,34.5
538,32.125
539,33.0
540,32.25
541,32.5
542,34.75
543,34.875
544,33.0
545,32.0
546,31.375
547,29.5
548,28.875
549,31.38888888888889
550,34.705882352941174
551,30.625
552,34.0
553,35.0
554,36.0
555,36.125
556,36.625
557,35.875
558,31.625
559,32.375
560,33.125
561,32.625
562,30.75
563,27.25
564,29.875
565,30.875
566,32.125
567,31.625
568,30.625
569,30.5
570,30.75
571,32.5
572,31.714285714285715
573,30.0
574,30.25
575,31.875
576,32.5
577,33.25
578,30.125
579,31.5
580,30.5
581,29.75
582,32.125
583,31.125
584,31.0
585,29.235294117647054
586,28.5
587,31.125
588,32.125
589,32.125
590,30.375
591,31.125
592,30.428571428571427
593,31.375
594,31.875
595,33.0
596,33.25
597,32.5
598,33.0
599,33.125
600,33.125
601,33.875
602,34.125
603,33.857142857142854
604,29.625
605,30.375
606,28.625
607,27.625
608,29.428571428571427
609,29.25
610,28.625
611,27.875
612,26.5
613,28.5
614,31.0
615,31.25
616,31.0
617,28.75
618,26.571428571428573
619,28.5
620,29.375
621,29.125
622,29.625
623,30.625
624,30.625
625,30.5
626,31.0
627,31.125
628,30.5
629,30.625
630,31.0
631,29.625
632,30.0
633,30.0
634,30.5
635,30.25
636,30.5
637,30.625
638,30.428571428571427
639,30.375
640,30.5
641,31.0
642,30.625
643,30.625
644,31.0
645,28.75
646,27.625
647,27.125
648,25.714285714285715
649,26.0
650,27.625
651,24.5
652,24.5
653,23.0
654,25.0
655,24.0
656,23.75
657,24.75
658,25.625
659,25.75
660,25.25
661,25.5
662,25.25
663,25.125
664,24.875
665,25.125
666,24.75
667,23.875
668,23.375
669,22.5
670,22.875
671,23.375
672,23.625
673,22.75
674,23.0
675,24.0
676,23.875
677,24.125
678,21.375
679,19.25
680,19.625
681,18.5
682,18.375
683,18.625
684,18.25
685,17.75
686,17.625
687,17.5
688,20.375
689,18.25
690,19.875
691,17.125
692,16.875
693,16.5
694,19.625
695,18.125
696,19.375
697,20.25
698,19.75
699,20.0
700,21.375
701,25.0
702,21.25
703,17.75
704,18.25
705,17.25
706,17.0
707,15.285714285714286
708,21.5
709,19.625
710,17.5
711,16.0
712,16.875
713,16.625
714,17.75
715,12.875
716,11.75
717,11.75
718,11.25
719,9.5
720,9.375
721,9.625
722,9.875
723,9.25
724,10.75
725,10.375
726,9.0
727,11.125
728,11.625
729,12.375
730,14.75
731,14.875
732,15.125
733,14.125
734,14.0
735,12.0
736,9.625
737,10.0
738,10.625
739,11.125
740,11.0
741,10.625
742,12.25
743,12.0
744,12.375
745,13.0
746,13.5
747,13.0
748,13.75
749,13.375
750,13.25
751,12.625
752,14.625
753,12.375
754,13.25
755,13.75
756,13.25
757,11.714285714285714
758,11.5
759,12.75
760,13.75
761,15.0
762,17.375
763,16.75
764,14.625
765,14.625
766,15.125
767,15.875
768,16.625
769,16.875
770,15.75
771,16.0
772,15.5
773,17.25
774,19.375
775,18.875
776,20.625
777,21.142857142857142
778,21.25
779,22.75
780,22.75
781,21.875
782,22.142857142857142
783,21.5
784,22.875
785,23.125
786,20.0
787,19.25
788,21.25
789,17.375
790,17.5
791,16.25
792,16.75
793,18.75
794,20.0
795,18.375
796,19.5
797,18.125
798,17.75
799,18.25
800,20.5
801,21.375
802,21.5
803,17.625
804,19.857142857142858
805,20.875
806,20.25
807,21.125
808,22.5
809,24.875
810,25.125
811,24.75
812,25.75
813,26.625
814,28.5
815,27.375
816,27.0
817,25.0
818,23.5
819,25.25
820,26.428571428571427
821,28.714285714285715
822,24.5
823,21.0
824,23.571428571428573
825,25.0
826,23.75
827,25.625
828,26.0
829,27.125
830,28.25
831,24.375
832,24.75
833,26.25
834,27.625
835,25.25
836,28.125
837,30.125
838,32.125
839,32.875
840,31.75
841,30.75
842,30.75
843,31.125
844,30.5
845,28.75
846,30.125
847,31.0
848,31.25
849,32.625
850,31.25
851,30.125
852,31.0
853,30.875
854,32.125
855,34.125
856,35.42857142857143
857,34.125
858,35.125
859,35.125
860,34.0
861,33.125
862,27.75
863,29.625
864,28.5
865,30.0
866,33.25
867,35.375
868,31.5
869,33.125
870,35.625
871,36.25
872,37.375
873,36.0
874,37.75
875,35.25
876,33.75
877,34.75
878,35.125
879,32.25
880,34.25
881,29.375
882,31.625
883,28.625
884,31.875
885,32.625
886,33.375
887,35.0
888,36.5
889,37.625
890,36.625
891,35.625
892,35.875
893,31.125
894,27.0
895,31.0
896,32.375
897,33.875
898,35.125
899,35.875
900,33.125
901,30.375
902,32.125
903,31.5
904,37.25
905,26.625
906,31.125
907,32.625
908,34.25
909,31.125
910,30.875
911,32.0
912,33.75
913,33.0
914,34.125
915,35.714285714285715
916,27.875
917,28.125
918,31.25
919,29.625
920,26.625
921,25.5
922,25.5
923,29.875
924,30.875
925,33.375
926,31.75
927,30.75
928,29.5
929,30.125
930,29.125
931,31.375
932,32.25
933,32.125
934,32.0
935,30.857142857142858
936,30.0
937,29.625
938,29.5
939,28.5
940,29.0
941,29.0
942,28.25
943,29.625
944,31.5
945,29.428571428571427
946,29.59375
947,29.5
948,29.25
949,28.875
950,27.375
951,30.375
952,28.375
953,30.75
954,32.0
955,30.875
956,28.5
957,28.625
958,30.75
959,29.125
960,31.25
961,30.75
962,29.375
963,30.25
964,29.875
965,30.75
966,32.0
967,32.0
968,32.5
969,32.0
970,32.25
971,32.625
972,31.857142857142858
973,32.125
974,31.875
975,31.625
976,32.0
977,30.875
978,31.25
979,31.5
980,31.625
981,31.0
982,31.25
983,30.75
984,32.142857142857146
985,32.125
986,31.875
987,33.0
988,32.375
989,31.375
990,31.0
991,30.625
992,29.142857142857142
993,30.125
994,30.25
995,28.625
996,28.25
997,28.5
998,29.25
999,28.714285714285715
1000,28.25
1001,29.0
1002,29.0
1003,28.125
1004,28.285714285714285
1005,30.0
1006,29.0
1007,28.875
1008,28.375
1009,28.625
1010,28.375
1011,28.5
1012,28.5
1013,28.571428571428573
1014,29.25
1015,29.5
1016,28.125
1017,27.5
1018,27.875
1019,28.0
1020,26.857142857142858
1021,28.142857142857142
1022,27.714285714285715
1023,26.5
1024,24.75
1025,24.0
1026,24.875
1027,26.375
1028,25.625
1029,24.75
1030,20.875
1031,22.125
1032,22.375
1033,22.375
1034,22.875
1035,23.375
1036,24.0
1037,23.75
1038,22.125
1039,22.875
1040,21.875
1041,21.875
1042,21.75
1043,22.75
1044,21.875
1045,21.875
1046,22.375
1047,22.375
1048,22.5
1049,21.875
1050,19.875
1051,18.5
1052,18.5
1053,18.5
1054,18.75
1055,18.625
1056,17.0
1057,18.5
1058,19.375
1059,20.0
1060,18.5
1061,18.75
1062,18.125
1063,19.5
1064,19.25
1065,18.125
1066,17.625
1067,17.625
1068,17.5
1069,17.125
1070,17.625
1071,18.428571428571427
1072,18.375
1073,19.0
1074,17.25
1075,13.25
1076,12.875
1077,13.25
1078,13.125
1079,13.0
1080,12.25
1081,12.875
1082,12.375
1083,11.75
1084,12.625
1085,12.0
1086,12.5
1087,11.25
1088,11.5
1089,12.75
1090,15.375
1091,17.125
1092,16.375
1093,15.5
1094,15.0
1095,14.714285714285714
1096,14.0
1097,14.375
1098,15.75
1099,15.833333333333334
1100,17.375
1101,17.125
1102,15.5
1103,15.857142857142858
1104,15.625
1105,15.75
1106,18.0
1107,18.266666666666666
1108,15.5625
1109,13.0
1110,13.6
1111,14.0
1112,13.266666666666667
1113,12.357142857142858
1114,12.066666666666666
1115,12.1875
1116,11.733333333333333
1117,14.4375
1118,11.1875
1119,11.666666666666666
1120,14.5625
1121,17.583333333333332
1122,16.857142857142858
1123,19.5625
1124,20.142857142857142
1125,17.375
1126,15.846153846153848
1127,15.266666666666667
1128,13.125
1129,16.363636363636363
1130,12.666666666666666
1131,15.333333333333334
1132,15.625
1133,17.09090909090909
1134,17.76923076923077
1135,18.133333333333333
1136,19.6875
1137,19.2
1138,17.066666666666666
1139,17.642857142857142
1140,17.6
1141,18.214285714285715
1142,18.714285714285715
1143,19.466666666666665
1144,23.153846153846157
1145,23.625
1146,21.0
1147,21.0
1148,21.428571428571427
1149,21.6875
1150,22.5625
1151,22.8
1152,22.8
1153,23.0
1154,23.875
1155,24.916666666666668
1156,24.933333333333334
1157,26.0
1158,27.3125
1159,23.933333333333334
1160,22.8125
1161,23.714285714285715
1162,23.428571428571427
1163,24.0
1164,25.5625
1165,25.066666666666663
1166,24.5625
1167,24.25
1168,22.375
1169,24.066666666666663
1170,23.9375
1171,26.3125
1172,26.1875
1173,26.785714285714285
1174,27.133333333333333
1175,26.625
1176,25.0625
1177,26.2
1178,28.133333333333333
1179,29.875
1180,24.666666666666668
1181,26.25
1182,25.933333333333334
1183,27.125
1184,29.571428571428573
1185,30.0
1186,30.571428571428573
1187,32.3125
1188,33.3125
1189,32.8125
1190,32.3125
1191,31.375
1192,29.933333333333334
1193,29.266666666666666
1194,30.73333333333333
1195,32.25
1196,29.8
1197,30.2
1198,31.75
1199,33.125
1200,33.625
1201,35.6875
1202,34.666666666666664
1203,34.625
1204,34.0
1205,34.0625
1206,34.0
1207,33.25
1208,31.916666666666668
1209,31.3125
1210,31.75
1211,33.4375
1212,33.125
1213,34.15384615384615
1214,34.07142857142857
1215,33.0625
1216,34.6875
1217,38.0
1218,35.5
1219,33.714285714285715
1220,30.6
1221,31.4375
1222,33.3125
1223,35.13333333333333
1224,33.53333333333333
1225,34.0
1226,32.5
1227,35.375
1228,37.294117647058826
1229,36.5625
1230,37.25
1231,37.21428571428572
1232,37.5
1233,37.75
1234,37.375
1235,37.4
1236,36.13333333333333
1237,36.8
1238,32.214285714285715
1239,31.526315789473685
1240,33.21739130434783
1241,35.26923076923077
1242,38.27272727272727
1243,36.0625
1244,31.5
1245,26.8125
1246,32.642857142857146
1247,36.0
1248,37.5625
1249,37.5625
1250,38.2
1251,36.16666666666666
1252,35.42857142857143
1253,34.625
1254,36.07142857142857
1255,35.733333333333334
1256,36.13333333333333
1257,33.4375
1258,35.5
1259,36.0
1260,32.625
1261,34.733333333333334
1262,33.5
1263,34.1875
1264,35.857142857142854
1265,35.625
1266,30.9375
1267,32.875
1268,33.125
1269,33.84615384615385
1270,36.4375
1271,35.42857142857143
1272,34.86666666666667
1273,34.3125
1274,30.785714285714285
1275,35.375
1276,35.46666666666667
1277,32.125
1278,28.4
1279,29.5625
1280,30.6875
1281,33.25
1282,33.266666666666666
1283,33.5
1284,30.8
1285,33.25
1286,32.5625
1287,31.5
1288,30.5
1289,31.25
1290,30.4375
1291,31.0
1292,27.125
1293,28.125
1294,27.666666666666668
1295,32.3125
1296,34.1875
1297,34.13333333333333
1298,34.125
1299,31.875
1300,31.4375
1301,31.9375
1302,30.3125
1303,28.3125
1304,29.53333333333333
1305,27.375
1306,27.33333333333333
1307,29.266666666666666
1308,29.125
1309,30.6875
1310,32.5625
1311,33.111111111111114
1312,33.8
1313,30.066666666666663
1314,33.11764705882353
1315,33.80952380952381
1316,31.615384615384617
1317,32.0
1318,28.107142857142858
1319,29.035714285714285
1320,30.321428571428573
1321,28.933333333333334
1322,31.678571428571427
1323,31.33333333333333
1324,29.928571428571427
1325,29.88888888888889
1326,32.07142857142857
1327,33.18518518518518
1328,31.59259259259259
1329,32.18518518518518
1330,31.48
1331,30.178571428571427
1332,31.52
1333,31.22222222222222
1334,31.785714285714285
1335,33.4
1336,29.571428571428573
1337,30.04
1338,27.25925925925926
1339,27.96
1340,30.73913043478261
1341,30.894736842105264
1342,31.692307692307693
1343,31.07692307692308
1344,30.375
1345,31.1
1346,31.916666666666668
1347,30.55555555555556
1348,31.23076923076923
1349,31.0
1350,31.642857142857142
1351,32.53333333333333
1352,30.857142857142858
1353,31.727272727272727
1354,31.4
1355,32.30769230769231
1356,32.25
1357,32.375
1358,33.44444444444444
1359,33.36
1360,30.03703703703704
1361,31.0
1362,31.24
1363,31.130434782608692
1364,31.48
1365,32.18518518518518
1366,32.44
1367,32.22727272727273
1368,32.214285714285715
1369,32.541666666666664
1370,32.81481481481482
1371,33.26923076923077
1372,30.55555555555556
1373,28.83333333333333
1374,30.703703703703702
1375,30.96
1376,30.6
1377,30.92
1378,29.77777777777778
1379,29.666666666666668
1380,29.571428571428573
1381,29.96296296296296
1382,29.75
1383,27.74074074074074
1384,28.428571428571427
1385,28.6
1386,28.5
1387,28.925925925925927
1388,29.07692307692308
1389,28.40909090909091
1390,29.33333333333333
1391,27.5
1392,28.5
1393,28.04
1394,27.57692307692308
1395,26.55555555555556
1396,25.51851851851852
1397,25.814814814814813
1398,24.82608695652174
1399,24.53846153846154
1400,24.384615384615383
1401,23.727272727272727
1402,25.64
1403,24.814814814814813
1404,23.115384615384617
1405,22.925925925925927
1406,24.545454545454547
1407,23.73076923076923
1408,23.0
1409,23.51851851851852
1410,23.92
1411,23.53846153846154
1412,24.296296296296298
1413,23.346153846153847
1414,22.24
1415,21.76923076923077
1416,21.73076923076923
1417,21.73076923076923
1418,20.666666666666668
1419,22.25
1420,21.53846153846154
1421,22.57894736842105
1422,22.82608695652174
1423,21.42105263157895
1424,23.6
1425,24.294117647058822
1426,23.63636363636364
1427,22.454545454545453
1428,21.61111111111111
1429,19.869565217391305
1430,19.75
1431,19.20833333333333
1432,21.20833333333333
1433,18.9
1434,18.63636363636364
1435,18.53846153846154
1436,18.25
1437,16.9
1438,19.416666666666668
1439,16.444444444444443
1440,20.041666666666668
1441,19.90909090909091
1442,19.05
1443,18.55555555555556
1444,18.166666666666668
1445,15.833333333333334
1446,17.5
1447,16.083333333333332
1448,17.857142857142858
1449,19.8
1450,18.05
1451,17.285714285714285
1452,15.55
1453,17.318181818181817
1454,14.0
1455,17.142857142857142
1456,16.85
1457,17.217391304347824
1458,15.238095238095235
1459,14.095238095238097
1460,15.052631578947368
1461,10.0
