,nca_1,nca_2
0,-233.11498463691794,7.688952862092767
1,-252.4688515219922,88.65228247825512
2,384.2972797147376,273.57212567912376
3,629.1775810103821,4.689612928865035
4,-47.82936440077336,76.8221033119751
5,-419.4666753496089,320.18094233718597
6,133.11651046648743,-70.49753422760307
7,-389.1474147188056,289.08526509447444
8,-165.4506552246547,-115.74000436166604
9,-132.7400576650352,-183.96795953421244
10,-87.32333191449615,-24.291549407438755
11,46.620378504393024,122.07468094725118
12,388.26366075406185,195.22295220503025
13,26.630874258177723,152.55931007302246
14,569.7283964967406,120.65191728317556
15,97.40165507438,-452.4826651909407
16,-213.36865739932324,10.76485589177572
17,-244.51744904375323,89.97371256871801
18,-16.656187623564485,-15.806470928852134
19,-221.19094773478673,8.485555023130328
20,-393.85596600119993,286.9856662208454
21,-53.83966967292254,50.08372995066537
22,640.8488767587926,105.2794691968015
23,137.1007083843708,-172.26567696574278
24,-19.431731014065267,-153.36043301575646
25,542.833952622652,-36.88505613095199
26,-199.55132991172962,-137.55568579429297
27,-57.22819662604492,-20.48901844240423
28,235.1710765170021,-8.15443659342413
29,-194.60530140559268,-128.9358623923928
30,382.58822100444223,189.83917980623534
31,529.1893221338536,-47.16764172139843
32,406.75990900516217,141.36484704147247
33,-211.96549671855473,112.43378357087691
34,651.2571931451932,-13.536045828086735
35,660.5425258214664,-12.280987684337267
36,139.01676572075237,-173.8453152117296
37,140.44872337320837,-163.92501308788482
38,-219.5054949402789,8.900751279101627
39,-41.15647025100835,40.258043583310396
40,-161.58250074174165,-100.51381606725045
41,137.1007083843708,-172.26567696574278
42,54.55351525902406,50.690029634245555
43,-161.58250074174165,-100.51381606725045
44,386.7890194800895,185.36647713311794
45,-167.10009455032719,35.82786160584311
46,342.43699315565505,235.04098148616424
47,285.8760254133827,261.1528085336115
48,-251.2224687570942,86.31113196411305
49,-166.41898917997787,39.4560192063517
50,-143.67910306394856,-114.21362201329255
51,25.319462904553177,-208.96948090708077
52,-214.26931152219223,120.46440331694764
53,128.21483763498406,-201.54257305368859
54,159.81497648576692,-275.19234751954394
